CODIGO_PROYECTO,TIPO_CUENTA,TOTAL_LB,NOMBRE_OBRA,NOMBRE_CLIENTE,TOTAL YTD,TOTAL LB OLD,TOTAL_PDT,MARGEN,TOTAL_PDT_PROY,% AVANCE
P-1670,2. COSTO MATERIALES,0.0,MK II SEGURIDAD Y REDES,COMERCIAL K SPA.,6945.0,-56749120.0,-56742175.0,0.6514248708367071,-56742175.0,1.0
P-1670,1. INGRESO,0.0,MK II SEGURIDAD Y REDES,COMERCIAL K SPA.,0.0,164021639.0,164021639.0,0.6514248708367071,164021639.0,1.0
P-1672,2. COSTO MATERIALES,0.0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,318910.0,-45941535.0,-45622625.0,0.31858099282657554,-45622625.0,1.0
P-1672,1. INGRESO,0.0,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,9435519.0,125091722.0,134527241.0,0.31858099282657554,134527241.0,1.0
P-1673,2. COSTO MATERIALES,0.0,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,68000.0,-11734275.0,-11666275.0,0.5648658045846682,-11666275.0,1.0
P-1674,2. COSTO MATERIALES,0.0,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,23048.0,-8624174.0,-8601126.0,0.6281379965058812,-8601126.0,1.0
P-1675,2. COSTO MATERIALES,0.0,PALENA II,CONSTRUCTORA MYA SPA.,0.0,-7984413.0,-7984413.0,0.2687229447010022,-7984413.0,1.0
P-1675,1. INGRESO,0.0,PALENA II,CONSTRUCTORA MYA SPA.,398016.0,16753199.0,17151215.0,0.2687229447010022,17151215.0,1.0
P-1676,3. COSTO MANO DE OBRA,0.0,LO CAMPINO,EBCO S.A.,-1798488.0,-27522442.0,-29320930.0,0.5866365427654466,-29320930.0,1.0
P-1676,2. COSTO MATERIALES,0.0,LO CAMPINO,EBCO S.A.,-2031638.0,-30281474.0,-32313112.0,0.5866365427654466,-32313112.0,1.0
P-1677,3. COSTO MANO DE OBRA,0.0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,-1992711.0,-24439480.0,-26432191.0,0.3466815097270987,-26432191.0,1.0
P-1677,2. COSTO MATERIALES,0.0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,-1949557.0,-30518645.0,-32468202.0,0.3466815097270987,-32468202.0,1.0
P-1677,1. INGRESO,0.0,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,2369790.0,87785921.0,90155711.0,0.3466815097270987,90155711.0,1.0
P-1679,3. COSTO MANO DE OBRA,0.0,JUAN SABAJ,CONSTRUCTORA GREVIA,-187507.0,0.0,-187507.0,0.0,-187507.0,1.0
P-1679,2. COSTO MATERIALES,0.0,JUAN SABAJ,CONSTRUCTORA GREVIA,-96622.0,0.0,-96622.0,0.0,-96622.0,1.0
P-1680,3. COSTO MANO DE OBRA,0.0,NUEVA UNO,CONSTRUCTORA TECSA S.A.,-22758101.0,-34991640.0,-57749741.0,0.2989986782007305,-65181118.0,0.8859888073720982
P-1680,2. COSTO MATERIALES,0.0,NUEVA UNO,CONSTRUCTORA TECSA S.A.,-27364513.0,-37451265.0,-64815778.0,0.2989986782007305,-76315778.0,0.8493103221721726
P-1680,1. INGRESO,0.0,NUEVA UNO,CONSTRUCTORA TECSA S.A.,63068231.0,111775261.0,174843492.0,0.2989986782007305,187215619.0,0.9339150917744742
P-1681,1. INGRESO,0.0, CD ROSEN (CCTV PROVISORIO),COLCHONES ROSEN SAIC,765714.0,10720132.0,11485846.0,0.7126792401709026,11485846.0,1.0
P-1682,3. COSTO MANO DE OBRA,0.0,PLAZA CEPPI,EMP. CONSTRUCTORA INGENIEROS S.A.,-9905519.0,-10680840.0,-20586359.0,0.15423884177694852,-21672410.0,0.9498878528045566
P-1682,2. COSTO MATERIALES,0.0,PLAZA CEPPI,EMP. CONSTRUCTORA INGENIEROS S.A.,-11527560.0,-14706814.0,-26234374.0,0.15423884177694852,-26434374.0,0.9924340935783083
P-1682,1. INGRESO,0.0,PLAZA CEPPI,EMP. CONSTRUCTORA INGENIEROS S.A.,21858931.0,33500354.0,55359285.0,0.15423884177694852,74167866.0,0.7464052558826487
P-1683,2. COSTO MATERIALES,0.0,CD BP-A05,EBCO S.A.,31328.0,-23770048.0,-23738720.0,0.5528991763091382,-23738720.0,1.0
P-1684,3. COSTO MANO DE OBRA,0.0,EDIFICIO GOYCOLEA,EBCO S.A.,-4658669.0,-5364295.0,-10022964.0,0.3553481959806709,-10423607.0,0.9615638809099384
P-1684,2. COSTO MATERIALES,0.0,EDIFICIO GOYCOLEA,EBCO S.A.,-31987.0,-5991186.0,-6023173.0,0.3553481959806709,-7123173.0,0.8455744371223329
P-1684,1. INGRESO,0.0,EDIFICIO GOYCOLEA,EBCO S.A.,6708755.0,18182414.0,24891169.0,0.3553481959806709,28226840.64004,0.8818262489033816
P-1685,2. COSTO MATERIALES,0.0,MAPA EDIFICIOS NO OPERACIONALES,CLARO VICUÑA VALENZUELA S.A.,88900.0,-16551905.0,-16463005.0,0.0416261578493033,-16463005.0,1.0
P-1686,3. COSTO MANO DE OBRA,0.0,MACUL ICALMA,EMPRESA CONSTRUCTORA INGEVEC S.A.,-12899988.0,-21817526.0,-34717514.0,0.2307543837078639,-39351938.0,0.8822313655810293
P-1686,2. COSTO MATERIALES,0.0,MACUL ICALMA,EMPRESA CONSTRUCTORA INGEVEC S.A.,-10414440.0,-22422016.0,-32836456.0,0.2307543837078639,-36836456.0,0.8914119208427651
P-1686,1. INGRESO,0.0,MACUL ICALMA,EMPRESA CONSTRUCTORA INGEVEC S.A.,20080642.0,67737824.0,87818466.0,0.2307543837078639,98487702.1664,0.8916693563590936
P-1687,3. COSTO MANO DE OBRA,0.0,ROJAS MAGALLANES,E.MOLINA MOREL CONSTRUCTORA S.A.,-6003676.0,-1391760.0,-7395436.0,0.3143502747288592,-7395436.0,1.0
P-1687,2. COSTO MATERIALES,0.0,ROJAS MAGALLANES,E.MOLINA MOREL CONSTRUCTORA S.A.,-6360393.0,-3323092.0,-9683485.0,0.3143502747288592,-9683485.0,1.0
P-1687,1. INGRESO,0.0,ROJAS MAGALLANES,E.MOLINA MOREL CONSTRUCTORA S.A.,19576547.0,5332558.0,24909105.0,0.3143502747288592,24909105.0,1.0
P-1688,3. COSTO MANO DE OBRA,0.0,SUIZA,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,-8616919.0,-3626251.0,-12243170.0,0.1640980756039431,-14252914.0,0.8589941677891272
P-1688,2. COSTO MATERIALES,0.0,SUIZA,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,-14620172.0,-7648784.0,-22268956.0,0.1640980756039431,-23768956.0,0.9368924743686681
P-1688,1. INGRESO,0.0,SUIZA,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,24920214.0,16367077.0,41287291.0,0.1640980756039431,45817042.0,0.9011339274150435
P-1689,2. COSTO MATERIALES,0.0,CASINO BUENAVENTURA,EBCO S.A.,26522.0,-8884093.0,-8857571.0,0.5141509543633229,-8857571.0,1.0
P-1690,3. COSTO MANO DE OBRA,0.0,ONGOLMO - HOME CONDOMINIO,CANTAUCO CONSTRUCCION LTDA.,-5165059.0,-16380832.0,-21545891.0,0.20276343876487576,-21545891.0,1.0
P-1690,2. COSTO MATERIALES,0.0,ONGOLMO - HOME CONDOMINIO,CANTAUCO CONSTRUCCION LTDA.,-7192915.0,-14881487.0,-22074402.0,0.20276343876487576,-23574402.0,0.9363716627891558
P-1690,1. INGRESO,0.0,ONGOLMO - HOME CONDOMINIO,CANTAUCO CONSTRUCCION LTDA.,19059330.0,35655036.0,54714366.0,0.20276343876487576,54714366.0,1.0
P-1691,3. COSTO MANO DE OBRA,0.0,ROSARIO ROSALES,CONSTRUCTORA E INMOBILIARIA PRADOVERDE LTDA.,-252060.0,-16971354.0,-17223414.0,0.16480114133758636,-17223414.0,1.0
P-1691,2. COSTO MATERIALES,0.0,ROSARIO ROSALES,CONSTRUCTORA E INMOBILIARIA PRADOVERDE LTDA.,-1198536.0,-16324925.0,-17523461.0,0.16480114133758636,-17523461.0,1.0
P-1691,1. INGRESO,0.0,ROSARIO ROSALES,CONSTRUCTORA E INMOBILIARIA PRADOVERDE LTDA.,2124157.0,39478959.0,41603116.0,0.16480114133758636,41603116.0,1.0
P-1692,3. COSTO MANO DE OBRA,0.0,JOSÉ PEREZ COTAPOS,EBCO S.A.,-21813347.0,-18580010.0,-40393357.0,0.038759100753437706,-47970140.0,0.8420520974089298
P-1692,2. COSTO MATERIALES,0.0,JOSÉ PEREZ COTAPOS,EBCO S.A.,-21367309.0,-19903851.0,-41271160.0,0.038759100753437706,-41771160.0,0.9880300187976585
P-1692,1. INGRESO,0.0,JOSÉ PEREZ COTAPOS,EBCO S.A.,46760128.0,38197261.0,84957389.0,0.038759100753437706,84957389.0,1.0
P-1693,3. COSTO MANO DE OBRA,0.0,VOLTA V0800,ECOBIO SPA,-3961236.0,-21275681.0,-25236917.0,0.17195706474812095,-27644342.0,0.9129143677935977
P-1693,2. COSTO MATERIALES,0.0,VOLTA V0800,ECOBIO SPA,103024.0,-89715133.0,-89612109.0,0.17195706474812095,-89612109.0,1.0
P-1694,3. COSTO MANO DE OBRA,0.0,ECO HUEMUL,CONSTRUCTORA ICF SPA,-12624130.0,-5421516.0,-18045646.0,0.19904242951332743,-22782377.0,0.7920879370927801
P-1694,2. COSTO MATERIALES,0.0,ECO HUEMUL,CONSTRUCTORA ICF SPA,-14391526.0,-4165442.0,-18556968.0,0.19904242951332743,-25556968.0,0.7261020947398769
P-1694,1. INGRESO,0.0,ECO HUEMUL,CONSTRUCTORA ICF SPA,36274900.0,9423668.0,45698568.0,0.19904242951332743,62698633.0,0.7288606754791608
P-1695,3. COSTO MANO DE OBRA,0.0,EDIFICIO ESTORIL,EMPRESA CONSTRUCTORA BRAVO E IZQUIERDO,-5042385.0,-8121303.0,-13163688.0,0.021417234221962768,-13163688.0,1.0
P-1695,2. COSTO MATERIALES,0.0,EDIFICIO ESTORIL,EMPRESA CONSTRUCTORA BRAVO E IZQUIERDO,-10303848.0,-6706085.0,-17009933.0,0.021417234221962768,-27509933.0,0.6183196811130002
P-1695,1. INGRESO,0.0,EDIFICIO ESTORIL,EMPRESA CONSTRUCTORA BRAVO E IZQUIERDO,15860326.0,14973674.0,30834000.0,0.021417234221962768,43837381.0,0.7033723114070158
P-1696,3. COSTO MANO DE OBRA,0.0,SANTA VICTORIA - TERRACORP,CONSTRUCTORA TERRACORP S.A.,-15437322.0,-19361193.0,-34798515.0,0.16114794864790694,-36548656.0,0.9521147644936656
P-1696,2. COSTO MATERIALES,0.0,SANTA VICTORIA - TERRACORP,CONSTRUCTORA TERRACORP S.A.,-18155176.0,-10392527.0,-28547703.0,0.16114794864790694,-28547703.0,1.0
P-1696,1. INGRESO,0.0,SANTA VICTORIA - TERRACORP,CONSTRUCTORA TERRACORP S.A.,37346142.0,38169222.0,75515364.0,0.16114794864790694,75515364.0,1.0
P-1697,3. COSTO MANO DE OBRA,0.0,ESTOCOLMO,CONSTRUCTORA FORTALEZA S.A,-6902710.0,-8818929.0,-15721639.0,0.4373804435414426,-19796704.0,0.7941543703436693
P-1697,2. COSTO MATERIALES,0.0,ESTOCOLMO,CONSTRUCTORA FORTALEZA S.A,-14866665.0,-10818529.0,-25685194.0,0.4373804435414426,-28185194.0,0.9113009475826208
P-1697,1. INGRESO,0.0,ESTOCOLMO,CONSTRUCTORA FORTALEZA S.A,37817699.0,35778806.0,73596505.0,0.4373804435414426,89702257.688197,0.8204532070510395
P-1698,2. COSTO MATERIALES,0.0,CD ANDES,EBCO S.A.,924.0,-25888301.0,-25887377.0,0.36113614709542224,-25887377.0,1.0
P-1698,1. INGRESO,0.0,CD ANDES,EBCO S.A.,909040.0,69364255.0,70273295.0,0.36113614709542224,70273295.0,1.0
P-1699,3. COSTO MANO DE OBRA,0.0,VILLA PANAMERICANA LOTE B,EMPRESA CONSTRUCTORA DLP S.A.,-18299646.0,-1005045.0,-19304691.0,0.42747624527431133,-27572161.0,0.7001515405339466
P-1699,2. COSTO MATERIALES,0.0,VILLA PANAMERICANA LOTE B,EMPRESA CONSTRUCTORA DLP S.A.,-22557868.0,-22960.0,-22580828.0,0.42747624527431133,-40580828.0,0.5564407902174889
P-1699,1. INGRESO,0.0,VILLA PANAMERICANA LOTE B,EMPRESA CONSTRUCTORA DLP S.A.,73159443.0,0.0,73159443.0,0.42747624527431133,94757672.0,0.7720688093730289
P-1700,3. COSTO MANO DE OBRA,0.0,CD ORIZON,EBCO S.A.,-4264241.0,-27789610.0,-32053851.0,0.24276970912982843,-32225932.0,0.9946601699525711
P-1700,2. COSTO MATERIALES,0.0,CD ORIZON,EBCO S.A.,-7728748.0,-55657805.0,-63386553.0,0.24276970912982843,-63386553.0,1.0
P-1700,1. INGRESO,0.0,CD ORIZON,EBCO S.A.,16747965.0,109290844.0,126038809.0,0.24276970912982843,126038809.0,1.0
P-1701,3. COSTO MANO DE OBRA,0.0,EDIFICIO ZENTENO,CONSTRUCTORA GREVIA SPA.,-891528.0,-24664670.0,-25556198.0,0.2588086130796011,-25556198.0,1.0
P-1701,2. COSTO MATERIALES,0.0,EDIFICIO ZENTENO,CONSTRUCTORA GREVIA SPA.,-1287276.0,-32102804.0,-33390080.0,0.2588086130796011,-33390080.0,1.0
P-1701,1. INGRESO,0.0,EDIFICIO ZENTENO,CONSTRUCTORA GREVIA SPA.,1393986.0,78135106.0,79529092.0,0.2588086130796011,79529092.0,1.0
P-1703,3. COSTO MANO DE OBRA,0.0,SANTA VICTORIA DANACORP,DANACORP S.A,-8696794.0,-7235935.0,-15932729.0,0.3124954956381043,-16989893.0,0.9377768888832908
P-1703,2. COSTO MATERIALES,0.0,SANTA VICTORIA DANACORP,DANACORP S.A,-12417197.0,-7394307.0,-19811504.0,0.3124954956381043,-19811504.0,1.0
P-1703,1. INGRESO,0.0,SANTA VICTORIA DANACORP,DANACORP S.A,35296641.0,16694630.0,51991271.0,0.3124954956381043,51991271.0,1.0
P-1704,3. COSTO MANO DE OBRA,0.0,CD MERCADO LIBRE MEZZANINA,EBCO S.A.,-44701591.0,-87942380.0,-132643971.0,0.47913308488913897,-146886506.0,0.9030371448824578
P-1704,2. COSTO MATERIALES,0.0,CD MERCADO LIBRE MEZZANINA,EBCO S.A.,-58121771.0,-125594139.0,-183715910.0,0.47913308488913897,-207715910.0,0.8844575747712344
P-1704,1. INGRESO,0.0,CD MERCADO LIBRE MEZZANINA,EBCO S.A.,141716199.0,465655611.0,607371810.0,0.47913308488913897,675978469.27885,0.8985076265046708
P-1705,3. COSTO MANO DE OBRA,0.0,LOS CLARINES,CONSTRUCTORA INARCO S.A.,-8357637.0,0.0,-8357637.0,-0.8164249705472468,-13911155.0,0.6007867067831535
P-1705,2. COSTO MATERIALES,0.0,LOS CLARINES,CONSTRUCTORA INARCO S.A.,-9939983.0,-43782.0,-9983765.0,-0.8164249705472468,-14983765.0,0.6663054979839846
P-1705,1. INGRESO,0.0,LOS CLARINES,CONSTRUCTORA INARCO S.A.,10097527.0,1.0,10097528.0,-0.8164249705472468,30287817.0,0.3333857966719754
P-1706,3. COSTO MANO DE OBRA,0.0,CALIFORNIA,CONSTRUCTORA E INVERSIONES VITAL SPA.,-4875121.0,0.0,-4875121.0,0.31665937220715024,-6072276.0,0.8028490470459512
P-1706,2. COSTO MATERIALES,0.0,CALIFORNIA,CONSTRUCTORA E INVERSIONES VITAL SPA.,-7879330.0,0.0,-7879330.0,0.31665937220715024,-12879330.0,0.6117810476166073
P-1706,1. INGRESO,0.0,CALIFORNIA,CONSTRUCTORA E INVERSIONES VITAL SPA.,18664851.0,0.0,18664851.0,0.31665937220715024,36302388.0,0.5141493997584953
P-1707,3. COSTO MANO DE OBRA,0.0,LAS TRANQUERAS,CONSTRUCTORA SANTOLAYA LTDA.,-3813841.0,-8068564.0,-11882405.0,0.2606207862037784,-13450746.0,0.8834011883058382
P-1707,2. COSTO MATERIALES,0.0,LAS TRANQUERAS,CONSTRUCTORA SANTOLAYA LTDA.,-2860953.0,-7486796.0,-10347749.0,0.2606207862037784,-17347749.0,0.5964894350269883
P-1707,1. INGRESO,0.0,LAS TRANQUERAS,CONSTRUCTORA SANTOLAYA LTDA.,4178952.0,25887019.0,30065971.0,0.2606207862037784,37150439.0,0.8093032494178601
P-1708,3. COSTO MANO DE OBRA,0.0,ECO ESPAÑA,CONSTRUCTORA ICF SPA,-1471220.0,0.0,-1471220.0,0.0,-2392426.0,0.6149490099171302
P-1708,2. COSTO MATERIALES,0.0,ECO ESPAÑA,CONSTRUCTORA ICF SPA,-125100.0,0.0,-125100.0,0.0,-125100.0,1.0
P-1708,1. INGRESO,0.0,ECO ESPAÑA,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,1568763.0,0.0
P-1709,3. COSTO MANO DE OBRA,0.0,CENTRO COMERCIAL PASEO SAN PEDRO,EBCO S.A.,-9642970.0,-2009577.0,-11652547.0,0.4140824197928681,-13986466.0,0.833130184565565
P-1709,2. COSTO MATERIALES,0.0,CENTRO COMERCIAL PASEO SAN PEDRO,EBCO S.A.,-23337678.0,-7698677.0,-31036355.0,0.4140824197928681,-31536355.0,0.9841452824842947
P-1709,1. INGRESO,0.0,CENTRO COMERCIAL PASEO SAN PEDRO,EBCO S.A.,65699845.0,7158358.0,72858203.0,0.4140824197928681,83985973.0,0.8675044224349225
P-1712,3. COSTO MANO DE OBRA,0.0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,-10019601.0,-16834766.0,-26854367.0,0.553188746854343,-29645767.0,0.9058415321148547
P-1712,2. COSTO MATERIALES,0.0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,-13607471.0,-26612966.0,-40220437.0,0.553188746854343,-48720437.0,0.8255352266236856
P-1712,1. INGRESO,0.0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,17769320.0,132349558.0,150118878.0,0.553188746854343,165154878.0,0.9089581840870604
P-1713,3. COSTO MANO DE OBRA,0.0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,-3277788.0,-514470.0,-3792258.0,-0.1729283886937809,-3964339.0,0.9565927636360059
P-1713,2. COSTO MATERIALES,0.0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,-1269662.0,-595747.0,-1865409.0,-0.1729283886937809,-1865409.0,1.0
P-1713,1. INGRESO,0.0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,4823540.0,0.0,4823540.0,-0.1729283886937809,4823540.0,1.0
P-1714,3. COSTO MANO DE OBRA,0.0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,-8052049.0,-8044526.0,-16096575.0,-0.01821439965352457,-16835013.0,0.9561367728079568
P-1714,2. COSTO MATERIALES,0.0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,-6252164.0,-31104108.0,-37356272.0,-0.01821439965352457,-37356272.0,1.0
P-1714,1. INGRESO,0.0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,18147027.0,34349625.0,52496652.0,-0.01821439965352457,54932807.0,0.9556520932928113
P-1715,3. COSTO MANO DE OBRA,0.0,CD LO ECHEVERS,QUEZADA Y BOETSCH,-12758158.0,0.0,-12758158.0,0.14037553479743647,-16467648.0,0.7747407522920091
P-1715,2. COSTO MATERIALES,0.0,CD LO ECHEVERS,QUEZADA Y BOETSCH,-22151997.0,0.0,-22151997.0,0.14037553479743647,-28151997.0,0.7868712475352991
P-1715,1. INGRESO,0.0,CD LO ECHEVERS,QUEZADA Y BOETSCH,40610937.0,0.0,40610937.0,0.14037553479743647,58841736.583000004,0.6901723055490672
P-1716,3. COSTO MANO DE OBRA,0.0,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,-20322771.0,-4333084.0,-24655855.0,0.5452752204855787,-25551283.0,0.9649556540859416
P-1716,2. COSTO MATERIALES,0.0,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,-23165972.0,-4855555.0,-28021527.0,0.5452752204855787,-28021527.0,1.0
P-1716,1. INGRESO,0.0,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,104627321.0,11217217.0,115844538.0,0.5452752204855787,125927056.0,0.9199336638188381
P-1717,2. COSTO MATERIALES,0.0,ECO QUILÍN I,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,0.0,0.0
P-1718,3. COSTO MANO DE OBRA,0.0,PATIO COMIDAS,EBCO S.A.,-26343855.0,-2971700.0,-29315555.0,0.5540992315442126,-37801894.0,0.7755049257584818
P-1718,2. COSTO MATERIALES,0.0,PATIO COMIDAS,EBCO S.A.,-9952970.0,-7325767.0,-17278737.0,0.5540992315442126,-29278737.0,0.5901462552841675
P-1718,1. INGRESO,0.0,PATIO COMIDAS,EBCO S.A.,88900450.0,15594306.0,104494756.0,0.5540992315442126,123171385.0,0.848368766820313
P-1719,1. INGRESO,0.0,CD METALPAR,EBCO S.A.,131348.0,0.0,131348.0,1.0,131348.0,1.0
