CODIGO_PROYECTO,TIPO_CUENTA,TOTAL_LB,NOMBRE_OBRA,NOMBRE_CLIENTE,TOTAL YTD,TOTAL LB OLD,TOTAL_PDT,MARGEN,TOTAL_PDT_PROY,% AVANCE
P-1682,1. INGRESO,0.0,PLAZA CEPPI,EMP. CONSTRUCTORA INGENIEROS S.A.,40667512.0,33500354.0,74167866.0,0.3765149181992104,74167866,1.0
P-1683,2. COSTO MATERIALES,0.0,CD BP-A05,EBCO S.A.,31328.0,-23770048.0,-23738720.0,0.5528991763091382,-23738720,1.0
P-1684,3. COSTO MANO DE OBRA,0.0,EDIFICIO GOYCOLEA,EBCO S.A.,-6707469.0,-5364295.0,-12071764.0,0.32101938009995523,-14120564,0.8549066453719554
P-1684,2. COSTO MATERIALES,0.0,EDIFICIO GOYCOLEA,EBCO S.A.,-1102528.0,-5991186.0,-7093714.0,0.32101938009995523,-19129520,0.37082550947436216
P-1684,1. INGRESO,0.0,EDIFICIO GOYCOLEA,EBCO S.A.,10044427.0,18182414.0,28226841.0,0.32101938009995523,53226841,0.5303121596113509
P-1685,2. COSTO MATERIALES,0.0,MAPA EDIFICIOS NO OPERACIONALES,CLARO VICUÑA VALENZUELA S.A.,88900.0,-16551905.0,-16463005.0,0.0416261578493033,-16463005,1.0
P-1686,3. COSTO MANO DE OBRA,0.0,MACUL ICALMA,EMPRESA CONSTRUCTORA INGEVEC S.A.,-16633780.0,-21817526.0,-38451306.0,0.2616793784571532,-42185098,0.9114902613240343
P-1686,2. COSTO MATERIALES,0.0,MACUL ICALMA,EMPRESA CONSTRUCTORA INGEVEC S.A.,-12682908.0,-22422016.0,-35104924.0,0.2616793784571532,-37104924,0.9460987981002198
P-1686,1. INGRESO,0.0,MACUL ICALMA,EMPRESA CONSTRUCTORA INGEVEC S.A.,31888582.0,67737824.0,99626406.0,0.2616793784571532,104626406,0.952210917003113
P-1687,3. COSTO MANO DE OBRA,0.0,ROJAS MAGALLANES,E.MOLINA MOREL CONSTRUCTORA S.A.,-6003676.0,-1391760.0,-7395436.0,0.3143502747288592,-7395436,1.0
P-1687,2. COSTO MATERIALES,0.0,ROJAS MAGALLANES,E.MOLINA MOREL CONSTRUCTORA S.A.,-6360393.0,-3323092.0,-9683485.0,0.3143502747288592,-9683485,1.0
P-1687,1. INGRESO,0.0,ROJAS MAGALLANES,E.MOLINA MOREL CONSTRUCTORA S.A.,19576547.0,5332558.0,24909105.0,0.3143502747288592,24909105,1.0
P-1688,3. COSTO MANO DE OBRA,0.0,SUIZA,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,-10238516.0,-3626251.0,-13864767.0,0.20956141166861011,-15486364,0.8952887198053721
P-1688,2. COSTO MATERIALES,0.0,SUIZA,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,-14702007.0,-7648784.0,-22350791.0,0.20956141166861011,-23350791,0.9571748982721827
P-1688,1. INGRESO,0.0,SUIZA,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,29449965.0,16367077.0,45817042.0,0.20956141166861011,48317042,0.9482584219456149
P-1689,2. COSTO MATERIALES,0.0,CASINO BUENAVENTURA,EBCO S.A.,26522.0,-8884093.0,-8857571.0,0.5141509543633229,-8857571,1.0
P-1690,3. COSTO MANO DE OBRA,0.0,ONGOLMO - HOME CONDOMINIO,CANTAUCO CONSTRUCCION LTDA.,-5817571.0,-16380832.0,-22198403.0,0.15057668089597426,-22850915,0.971444819605692
P-1690,2. COSTO MATERIALES,0.0,ONGOLMO - HOME CONDOMINIO,CANTAUCO CONSTRUCCION LTDA.,-7360105.0,-14881487.0,-22241592.0,0.15057668089597426,-24241592,0.9174971676777663
P-1690,1. INGRESO,0.0,ONGOLMO - HOME CONDOMINIO,CANTAUCO CONSTRUCCION LTDA.,16662806.0,35655036.0,52317842.0,0.15057668089597426,57317842,0.9127671275551511
P-1691,3. COSTO MANO DE OBRA,0.0,ROSARIO ROSALES,CONSTRUCTORA E INMOBILIARIA PRADOVERDE LTDA.,-252060.0,-16971354.0,-17223414.0,0.1644129011874976,-17223414,1.0
P-1691,2. COSTO MATERIALES,0.0,ROSARIO ROSALES,CONSTRUCTORA E INMOBILIARIA PRADOVERDE LTDA.,-1214688.0,-16324925.0,-17539613.0,0.1644129011874976,-17539613,1.0
P-1691,1. INGRESO,0.0,ROSARIO ROSALES,CONSTRUCTORA E INMOBILIARIA PRADOVERDE LTDA.,2124157.0,39478959.0,41603116.0,0.1644129011874976,41603116,1.0
P-1692,3. COSTO MANO DE OBRA,0.0,JOSÉ PEREZ COTAPOS,EBCO S.A.,-27116720.0,-18580010.0,-45696730.0,-0.03930969932168807,-51000103,0.8960125041316093
P-1692,2. COSTO MATERIALES,0.0,JOSÉ PEREZ COTAPOS,EBCO S.A.,-22844452.0,-19903851.0,-42748303.0,-0.03930969932168807,-43248303,0.988438852733713
P-1692,1. INGRESO,0.0,JOSÉ PEREZ COTAPOS,EBCO S.A.,46902525.0,38197261.0,85099786.0,-0.03930969932168807,91899786,0.9260063565327562
P-1693,3. COSTO MANO DE OBRA,0.0,VOLTA V0800,ECOBIO SPA,-5232840.0,-21275681.0,-26508521.0,0.1627890052067363,-27780125,0.954226123892531
P-1693,2. COSTO MATERIALES,0.0,VOLTA V0800,ECOBIO SPA,103024.0,-89715133.0,-89612109.0,0.1627890052067363,-89612109,1.0
P-1694,3. COSTO MANO DE OBRA,0.0,ECO HUEMUL,CONSTRUCTORA ICF SPA,-17678245.0,-5421516.0,-23099761.0,0.2282126808326849,-28153876,0.820482444406589
P-1694,2. COSTO MATERIALES,0.0,ECO HUEMUL,CONSTRUCTORA ICF SPA,-22032871.0,-4165442.0,-26198313.0,0.2282126808326849,-34198313,0.76607033218276
P-1694,1. INGRESO,0.0,ECO HUEMUL,CONSTRUCTORA ICF SPA,54451538.0,9423668.0,63875206.0,0.2282126808326849,82375206,0.7754178605635292
P-1695,3. COSTO MANO DE OBRA,0.0,EDIFICIO ESTORIL,EMPRESA CONSTRUCTORA BRAVO E IZQUIERDO,-5042385.0,-8121303.0,-13163688.0,0.11174960252618218,-13163688,1.0
P-1695,2. COSTO MATERIALES,0.0,EDIFICIO ESTORIL,EMPRESA CONSTRUCTORA BRAVO E IZQUIERDO,-18940946.0,-6706085.0,-25647031.0,0.11174960252618218,-28647031,0.8952771056798172
P-1695,1. INGRESO,0.0,EDIFICIO ESTORIL,EMPRESA CONSTRUCTORA BRAVO E IZQUIERDO,28719770.0,14973674.0,43693444.0,0.11174960252618218,43693444,1.0
P-1696,3. COSTO MANO DE OBRA,0.0,SANTA VICTORIA - TERRACORP,CONSTRUCTORA TERRACORP S.A.,-15747680.0,-19361193.0,-35108873.0,0.12652190883963693,-35419231,0.9912375850283142
P-1696,2. COSTO MATERIALES,0.0,SANTA VICTORIA - TERRACORP,CONSTRUCTORA TERRACORP S.A.,-20459616.0,-10392527.0,-30852143.0,0.12652190883963693,-30852143,1.0
P-1696,1. INGRESO,0.0,SANTA VICTORIA - TERRACORP,CONSTRUCTORA TERRACORP S.A.,37346142.0,38169222.0,75515364.0,0.12652190883963693,75515364,1.0
P-1697,3. COSTO MANO DE OBRA,0.0,ESTOCOLMO,CONSTRUCTORA FORTALEZA S.A,-11388112.0,-8818929.0,-20207041.0,0.45725055215443966,-24692443,0.8183492010085839
P-1697,2. COSTO MATERIALES,0.0,ESTOCOLMO,CONSTRUCTORA FORTALEZA S.A,-17660281.0,-10818529.0,-28478810.0,0.45725055215443966,-29478810,0.9660773280875313
P-1697,1. INGRESO,0.0,ESTOCOLMO,CONSTRUCTORA FORTALEZA S.A,53923452.0,35778806.0,89702258.0,0.45725055215443966,94702258,0.9472029484238909
P-1698,2. COSTO MATERIALES,0.0,CD ANDES,EBCO S.A.,924.0,-25888301.0,-25887377.0,0.36113614709542224,-25887377,1.0
P-1698,1. INGRESO,0.0,CD ANDES,EBCO S.A.,909040.0,69364255.0,70273295.0,0.36113614709542224,70273295,1.0
P-1699,3. COSTO MANO DE OBRA,0.0,VILLA PANAMERICANA LOTE B,EMPRESA CONSTRUCTORA DLP S.A.,-21466214.0,-1005045.0,-22471259.0,0.4328747016917005,-25637827,0.8764884403034625
P-1699,2. COSTO MATERIALES,0.0,VILLA PANAMERICANA LOTE B,EMPRESA CONSTRUCTORA DLP S.A.,-31245254.0,-22960.0,-31268214.0,0.4328747016917005,-53268214,0.5869957269451535
P-1699,1. INGRESO,0.0,VILLA PANAMERICANA LOTE B,EMPRESA CONSTRUCTORA DLP S.A.,94757672.0,0.0,94757672.0,0.4328747016917005,146757672,0.6456744012674173
P-1700,3. COSTO MANO DE OBRA,0.0,CD ORIZON,EBCO S.A.,-4264241.0,-27789610.0,-32053851.0,0.24257186530539177,-32053851,1.0
P-1700,2. COSTO MATERIALES,0.0,CD ORIZON,EBCO S.A.,-7753684.0,-55657805.0,-63411489.0,0.24257186530539177,-63411489,1.0
P-1700,1. INGRESO,0.0,CD ORIZON,EBCO S.A.,16747965.0,109290844.0,126038809.0,0.24257186530539177,126038809,1.0
P-1701,3. COSTO MANO DE OBRA,0.0,EDIFICIO ZENTENO,CONSTRUCTORA GREVIA SPA.,-891528.0,-24664670.0,-25556198.0,0.2610171005095846,-25556198,1.0
P-1701,2. COSTO MATERIALES,0.0,EDIFICIO ZENTENO,CONSTRUCTORA GREVIA SPA.,-1111637.0,-32102804.0,-33214441.0,0.2610171005095846,-33214441,1.0
P-1701,1. INGRESO,0.0,EDIFICIO ZENTENO,CONSTRUCTORA GREVIA SPA.,1393986.0,78135106.0,79529092.0,0.2610171005095846,79529092,1.0
P-1703,3. COSTO MANO DE OBRA,0.0,SANTA VICTORIA DANACORP,DANACORP S.A,-9066189.0,-7235935.0,-16302124.0,0.301525673415447,-16671519,0.9778427508615142
P-1703,2. COSTO MATERIALES,0.0,SANTA VICTORIA DANACORP,DANACORP S.A,-12618137.0,-7394307.0,-20012444.0,0.301525673415447,-20012444,1.0
P-1703,1. INGRESO,0.0,SANTA VICTORIA DANACORP,DANACORP S.A,35296641.0,16694630.0,51991271.0,0.301525673415447,51991271,1.0
P-1704,3. COSTO MANO DE OBRA,0.0,CD MERCADO LIBRE MEZZANINA,EBCO S.A.,-57592474.0,-87942380.0,-145534854.0,0.4999964869052171,-158425737,0.9186313837378582
P-1704,2. COSTO MATERIALES,0.0,CD MERCADO LIBRE MEZZANINA,EBCO S.A.,-72089322.0,-125594139.0,-197683461.0,0.4999964869052171,-224683461,0.879830941361545
P-1704,1. INGRESO,0.0,CD MERCADO LIBRE MEZZANINA,EBCO S.A.,220776196.0,465655611.0,686431807.0,0.4999964869052171,748431807,0.9171601214431017
P-1705,3. COSTO MANO DE OBRA,0.0,LOS CLARINES,CONSTRUCTORA INARCO S.A.,-13614309.0,0.0,-13614309.0,0.05182139736251048,-18870981,0.7214415085257094
P-1705,2. COSTO MATERIALES,0.0,LOS CLARINES,CONSTRUCTORA INARCO S.A.,-15060169.0,-43782.0,-15103951.0,0.05182139736251048,-19603951,0.7704544354349794
P-1705,1. INGRESO,0.0,LOS CLARINES,CONSTRUCTORA INARCO S.A.,30287816.0,1.0,30287817.0,0.05182139736251048,40787817,0.7425701895249751
P-1706,3. COSTO MANO DE OBRA,0.0,CALIFORNIA,CONSTRUCTORA E INVERSIONES VITAL SPA.,-7826478.0,0.0,-7826478.0,0.4241583321873975,-10777835,0.7261642064477699
P-1706,2. COSTO MATERIALES,0.0,CALIFORNIA,CONSTRUCTORA E INVERSIONES VITAL SPA.,-13077846.0,0.0,-13077846.0,0.4241583321873975,-17277846,0.7569141431171456
P-1706,1. INGRESO,0.0,CALIFORNIA,CONSTRUCTORA E INVERSIONES VITAL SPA.,36302208.0,0.0,36302208.0,0.4241583321873975,47302208,0.7674527159493274
P-1707,3. COSTO MANO DE OBRA,0.0,LAS TRANQUERAS,CONSTRUCTORA SANTOLAYA LTDA.,-7528867.0,-8068564.0,-15597431.0,0.14994861433673465,-19312457,0.8076357658686308
P-1707,2. COSTO MATERIALES,0.0,LAS TRANQUERAS,CONSTRUCTORA SANTOLAYA LTDA.,-8495556.0,-7486796.0,-15982352.0,0.14994861433673465,-18982352,0.8419584675281546
P-1707,1. INGRESO,0.0,LAS TRANQUERAS,CONSTRUCTORA SANTOLAYA LTDA.,11263421.0,25887019.0,37150440.0,0.14994861433673465,48150440,0.7715493357900779
P-1708,3. COSTO MANO DE OBRA,0.0,ECO ESPAÑA,CONSTRUCTORA ICF SPA,-1679752.0,0.0,-1679752.0,-3.601971998337545,-1888284,0.8895653408067854
P-1708,2. COSTO MATERIALES,0.0,ECO ESPAÑA,CONSTRUCTORA ICF SPA,-125100.0,0.0,-125100.0,-3.601971998337545,-4325100,0.02892418672400638
P-1708,1. INGRESO,0.0,ECO ESPAÑA,CONSTRUCTORA ICF SPA,392191.0,0.0,392191.0,-3.601971998337545,392191,1.0
P-1709,3. COSTO MANO DE OBRA,0.0,CENTRO COMERCIAL PASEO SAN PEDRO,EBCO S.A.,-10702189.0,-2009577.0,-12711766.0,0.4415452327973863,-13770985,0.9230832798089607
P-1709,2. COSTO MATERIALES,0.0,CENTRO COMERCIAL PASEO SAN PEDRO,EBCO S.A.,-26491924.0,-7698677.0,-34190601.0,0.4415452327973863,-34190601,1.0
P-1709,1. INGRESO,0.0,CENTRO COMERCIAL PASEO SAN PEDRO,EBCO S.A.,76827615.0,7158358.0,83985973.0,0.4415452327973863,83985973,1.0
P-1712,3. COSTO MANO DE OBRA,0.0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,-15455648.0,-16834766.0,-32290414.0,0.5298232101601369,-37726461,0.855908907013568
P-1712,2. COSTO MATERIALES,0.0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,-18731684.0,-26612966.0,-45344650.0,0.5298232101601369,-53044650,0.8548392721980445
P-1712,1. INGRESO,0.0,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,32769320.0,132349558.0,165118878.0,0.5298232101601369,177618878,0.9296245976736774
P-1713,3. COSTO MANO DE OBRA,0.0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,-4283233.0,-514470.0,-4797703.0,-0.6071155209659296,-5803148,0.8267414513639838
P-1713,2. COSTO MATERIALES,0.0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,-2358536.0,-595747.0,-2954283.0,-0.6071155209659296,-8954283,0.32992959905332453
P-1713,1. INGRESO,0.0,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,4823540.0,0.0,4823540.0,-0.6071155209659296,21323540,0.226207280779833
P-1714,3. COSTO MANO DE OBRA,0.0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,-8257826.0,-8044526.0,-16302352.0,0.01893329426985226,-16508129,0.987534807851332
P-1714,2. COSTO MATERIALES,0.0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,-6486288.0,-31104108.0,-37590396.0,0.01893329426985226,-37590396,1.0
P-1714,1. INGRESO,0.0,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,20583182.0,34349625.0,54932807.0,0.01893329426985226,54932807,1.0
P-1715,3. COSTO MANO DE OBRA,0.0,CD LO ECHEVERS,QUEZADA Y BOETSCH,-16935839.0,0.0,-16935839.0,0.2352230866332175,-21113520,0.8021324251001254
P-1715,2. COSTO MATERIALES,0.0,CD LO ECHEVERS,QUEZADA Y BOETSCH,-28064963.0,0.0,-28064963.0,0.2352230866332175,-34064963,0.8238659469555273
P-1715,1. INGRESO,0.0,CD LO ECHEVERS,QUEZADA Y BOETSCH,58841737.0,0.0,58841737.0,0.2352230866332175,70341737,0.8365124250485881
P-1716,3. COSTO MANO DE OBRA,0.0,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,-21988771.0,-4333084.0,-26321855.0,0.5447373199926154,-27987855,0.9404741806758682
P-1716,2. COSTO MATERIALES,0.0,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,-26152479.0,-4855555.0,-31008034.0,0.5447373199926154,-31008034,1.0
P-1716,1. INGRESO,0.0,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,114709839.0,11217217.0,125927056.0,0.5447373199926154,125927056,1.0
P-1717,2. COSTO MATERIALES,0.0,ECO QUILÍN I,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,-200000,-0.0
P-1718,3. COSTO MANO DE OBRA,0.0,PATIO COMIDAS,EBCO S.A.,-32095673.0,-2971700.0,-35067373.0,0.541567271626161,-40819191,0.8590903479689247
P-1718,2. COSTO MATERIALES,0.0,PATIO COMIDAS,EBCO S.A.,-14072655.0,-7325767.0,-21398422.0,0.541567271626161,-27398422,0.7810092858632516
P-1718,1. INGRESO,0.0,PATIO COMIDAS,EBCO S.A.,107577081.0,15594306.0,123171387.0,0.541567271626161,142671387,0.8633222791897299
P-1719,1. INGRESO,0.0,CD METALPAR,EBCO S.A.,131348.0,0.0,131348.0,1.0,131348,1.0
P-1720,3. COSTO MANO DE OBRA,0.0,,,-65665.0,0.0,-65665.0,0.0,-131330,0.5
P-1720,1. INGRESO,0.0,,,0.0,0.0,0.0,0.0,0,0.0
P-1721,3. COSTO MANO DE OBRA,0.0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,-10630621.0,0.0,-10630621.0,0.20352205601754408,-14140561,0.7517821251929113
P-1721,2. COSTO MATERIALES,0.0,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,-21492393.0,0.0,-21492393.0,0.20352205601754408,-24192393,0.8883946701758689
