CODIGO_PROYECTO,TIPO_CUENTA,NOMBRE_OBRA,NOMBRE_CLIENTE,TOTAL PTD,TOTAL MEC PROY,TOTAL_PDT,MARGEN,TOTAL_PDT_PREP,% AVANCE
P-1645,1. INGRESO,LOS TRES ANTONIOS,SOCIEDAD CONSTRUCTORA ECHAVARRI HERMANOS LIMITADA,17327418.0,0.0,17327418.0,0.3397292083563748,18150000.0,0.9546786776859504
P-1648,2. COSTO MATERIALES,ETAPA 2 CD PERALILLO TW,INMOBILIARIA Y RENTAS LOGÍSTICA S.A.,786912.0,0.0,786912.0,2.1696945373467114,-220215219.5,-0.003573376998132502
P-1649,2. COSTO MATERIALES,INACAP VITACURA E2,CONSTRUCTORA CUEVAS Y PURCELL S.A.,-23854079.0,0.0,-23854079.0,0.5587938928214331,-192491263.0,0.12392291799758205
P-1653,2. COSTO MATERIALES,EDUARDO DE LA BARRA,CONSTRUCTORA E INVERSIONES VITAL SPA.,-5673570.0,0.0,-5673570.0,0.5884963464134056,-10765426.0,0.5270176953517678
P-1656,2. COSTO MATERIALES,MIRADOR CLUB HÍPICO,CONSTRUCTORA VITAL EDIFICACION SPA,-7997069.0,0.0,-7997069.0,0.46755384807629735,-12184301.0,0.6563420421081193
P-1658,2. COSTO MATERIALES,VIVIPRA,VICHERAT Y PRADENAS LTDA.,-11357166.0,0.0,-11357166.0,0.6208078648898158,-38335303.0,0.29625867310870085
P-1660,2. COSTO MATERIALES,CORONEL ALVARADO,LARRAIN PRIETO RISOPATRON S.A.,-12060331.0,0.0,-12060331.0,0.31432948578864817,-13492166.0,0.8938765651119324
P-1661,2. COSTO MATERIALES,SAN VICENTE DE PAUL,DANACORP S.A,-14270769.0,0.0,-14270769.0,0.6129224609754692,-15916097.0,0.8966249074757461
P-1663,2. COSTO MATERIALES,OFICINAS EQUIFAX,CONSTRUCTORA VRK INGENIERIA LIMITADA,-154491.0,0.0,-154491.0,0.0,-28692183.0,0.005384428225625077
P-1664,2. COSTO MATERIALES,MK II PCI,COMERCIAL K SPA.,-50055425.0,0.0,-50055425.0,0.6383667609749212,-72301755.0,0.692312724635799
P-1666,2. COSTO MATERIALES,CD AXIONLONG,EBCO S.A.,-25105908.0,0.0,-25105908.0,0.6280437338810861,-45639112.4,0.550096324835625
P-1667,3. COSTO MANO DE OBRA,ECO PLACILLA,CONSTRUCTORA ICF SPA,-37223140.0,-967228.0,-38190368.0,0.00753369900287713,-16552739.0,2.307193268739391
P-1667,2. COSTO MATERIALES,ECO PLACILLA,CONSTRUCTORA ICF SPA,-45566253.0,0.0,-45566253.0,0.00753369900287713,-36944607.0,1.233366834840062
P-1668,2. COSTO MATERIALES,QUILLAYES PLAZA,E.MOLINA MOREL CONSTRUCTORA S.A.,-14024713.0,0.0,-14024713.0,0.3709413734778897,-14798537.0,0.9477094256006523
P-1669,3. COSTO MANO DE OBRA,DEPARTAMENTAL,EMP. CONSTRUCTORA INGENIEROS S.A.,-3313721.0,-156861.0,-3470582.0,0.579545797814782,-9423692.0,0.3682826221400275
P-1669,2. COSTO MATERIALES,DEPARTAMENTAL,EMP. CONSTRUCTORA INGENIEROS S.A.,-4894602.0,0.0,-4894602.0,0.579545797814782,-32905472.0,0.148747357278449
P-1670,2. COSTO MATERIALES,MK II SEGURIDAD Y REDES,COMERCIAL K SPA.,-56742175.0,0.0,-56742175.0,0.6514248708367071,-77955381.0,0.7278801574967608
P-1670,1. INGRESO,MK II SEGURIDAD Y REDES,COMERCIAL K SPA.,164021639.0,0.0,164021639.0,0.6514248708367071,202553946.0,0.8097676803590882
P-1672,2. COSTO MATERIALES,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,-45622625.0,0.0,-45622625.0,0.31858099282657554,-44333167.0,1.0290856279227694
P-1672,1. INGRESO,STA CLARA (CCDD-TELECOM),CONSTRUCTORA UPC S.A.,134527241.0,0.0,134527241.0,0.31858099282657554,134443080.0,1.0006259972621872
P-1673,2. COSTO MATERIALES,INACAP TEMUCO - ETAPA A,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,-11666275.0,0.0,-11666275.0,0.5648658045846682,-10704866.0,1.0898104656331056
P-1674,2. COSTO MATERIALES,OFICINAS BEIERSDORF CHORRILLOS,CONSTRUCTORA SUKSA S.A.,-8601126.0,0.0,-8601126.0,0.6281379965058812,-12233776.0,0.703063878233507
P-1675,2. COSTO MATERIALES,PALENA II,CONSTRUCTORA MYA SPA.,-7984413.0,0.0,-7984413.0,0.2687229447010022,-7361719.0,1.0845854072941388
P-1675,1. INGRESO,PALENA II,CONSTRUCTORA MYA SPA.,17151215.0,0.0,17151215.0,0.2687229447010022,17376021.169303447,0.9870622758160199
P-1676,3. COSTO MANO DE OBRA,LO CAMPINO,EBCO S.A.,-29320930.0,0.0,-29320930.0,0.5866365427654466,-41959762.0,0.6987868520321922
P-1676,2. COSTO MATERIALES,LO CAMPINO,EBCO S.A.,-32313112.0,0.0,-32313112.0,0.5866365427654466,-41750844.0,0.7739511086290854
P-1677,3. COSTO MANO DE OBRA,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,-26432191.0,0.0,-26432191.0,0.3466815097270987,-18678829.0,1.415088226355089
P-1677,2. COSTO MATERIALES,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,-32468202.0,0.0,-32468202.0,0.3466815097270987,-35515426.0,0.9141999873519749
P-1677,1. INGRESO,GALVARINO GALLARDO,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,90155711.0,0.0,90155711.0,0.3466815097270987,83882285.07154739,1.074788448158055
P-1679,3. COSTO MANO DE OBRA,JUAN SABAJ,CONSTRUCTORA GREVIA,-187507.0,0.0,-187507.0,0.0,-28372514.0,0.006608755219928696
P-1679,2. COSTO MATERIALES,JUAN SABAJ,CONSTRUCTORA GREVIA,-96622.0,0.0,-96622.0,0.0,-61846896.0,0.0015622772725732267
P-1680,3. COSTO MANO DE OBRA,NUEVA UNO,CONSTRUCTORA TECSA S.A.,-57749741.0,-7431377.0,-65181118.0,0.21933359397679733,-61607735.0,1.0580021810572975
P-1680,2. COSTO MATERIALES,NUEVA UNO,CONSTRUCTORA TECSA S.A.,-64787828.0,-11500000.0,-76287828.0,0.21933359397679733,-67931016.0,1.123019093369662
P-1680,1. INGRESO,NUEVA UNO,CONSTRUCTORA TECSA S.A.,174843492.0,6372127.0,181215619.0,0.21933359397679733,206761360.91,0.8764481825928798
P-1681,1. INGRESO, CD ROSEN (CCTV PROVISORIO),COLCHONES ROSEN SAIC,11485846.0,0.0,11485846.0,0.7126792401709026,11390647.751486275,1.0083575798840152
P-1682,3. COSTO MANO DE OBRA,PLAZA CEPPI,EMP. CONSTRUCTORA INGENIEROS S.A.,-20586359.0,-1086051.0,-21672410.0,0.35137969319489387,0.0,0.0
P-1682,2. COSTO MATERIALES,PLAZA CEPPI,EMP. CONSTRUCTORA INGENIEROS S.A.,-26234374.0,-200000.0,-26434374.0,0.35137969319489387,-23788513.0,1.111224312339321
P-1682,1. INGRESO,PLAZA CEPPI,EMP. CONSTRUCTORA INGENIEROS S.A.,55359285.0,18808581.0,74167866.0,0.35137969319489387,77511681.77212289,0.956860492564806
P-1683,2. COSTO MATERIALES,CD BP-A05,EBCO S.A.,-23738720.0,0.0,-23738720.0,0.5528991763091382,-29098536.6,0.8158045996031291
P-1684,3. COSTO MANO DE OBRA,EDIFICIO GOYCOLEA,EBCO S.A.,-10022964.0,-400643.0,-10423607.0,0.37836542800649986,-27881386.0,0.37385541020091323
P-1684,2. COSTO MATERIALES,EDIFICIO GOYCOLEA,EBCO S.A.,-6023173.0,-1100000.0,-7123173.0,0.37836542800649986,-59464726.0,0.11978820855913806
P-1684,1. INGRESO,EDIFICIO GOYCOLEA,EBCO S.A.,24891169.0,3335671.64004,28226840.64004,0.37836542800649986,164431253.34631807,0.17166347677585256
P-1685,2. COSTO MATERIALES,MAPA EDIFICIOS NO OPERACIONALES,CLARO VICUÑA VALENZUELA S.A.,-16463005.0,0.0,-16463005.0,0.0416261578493033,-84597413.0,0.19460411868622982
P-1686,3. COSTO MANO DE OBRA,MACUL ICALMA,EMPRESA CONSTRUCTORA INGEVEC S.A.,-34717514.0,-4634424.0,-39351938.0,0.2264171838299586,-19743989.0,1.9931098016717899
P-1686,2. COSTO MATERIALES,MACUL ICALMA,EMPRESA CONSTRUCTORA INGEVEC S.A.,-32836456.0,-4000000.0,-36836456.0,0.2264171838299586,-33753271.0,1.0913447766292044
P-1686,1. INGRESO,MACUL ICALMA,EMPRESA CONSTRUCTORA INGEVEC S.A.,87818466.0,10669236.1664,98487702.1664,0.2264171838299586,105081270.12698555,0.9372526811617565
P-1687,3. COSTO MANO DE OBRA,ROJAS MAGALLANES,E.MOLINA MOREL CONSTRUCTORA S.A.,-7395436.0,0.0,-7395436.0,0.3143502747288592,-4344898.0,1.7020965739586982
P-1687,2. COSTO MATERIALES,ROJAS MAGALLANES,E.MOLINA MOREL CONSTRUCTORA S.A.,-9683485.0,0.0,-9683485.0,0.3143502747288592,-11545480.0,0.8387251980861774
P-1687,1. INGRESO,ROJAS MAGALLANES,E.MOLINA MOREL CONSTRUCTORA S.A.,24909105.0,0.0,24909105.0,0.3143502747288592,25285885.041856248,0.9850991950160116
P-1688,3. COSTO MANO DE OBRA,SUIZA,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,-12243170.0,-2009744.0,-14252914.0,0.1701369547165441,-7417508.0,1.921523239341299
P-1688,2. COSTO MATERIALES,SUIZA,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,-22268956.0,-1500000.0,-23768956.0,0.1701369547165441,-20308610.0,1.1703881260214264
P-1688,1. INGRESO,SUIZA,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,41287291.0,4529751.0,45817042.0,0.1701369547165441,50214086.805994794,0.9124340382215245
P-1689,2. COSTO MATERIALES,CASINO BUENAVENTURA,EBCO S.A.,-8857571.0,0.0,-8857571.0,0.5141509543633229,-10722527.0,0.826071223695683
P-1690,3. COSTO MANO DE OBRA,ONGOLMO - HOME CONDOMINIO,CANTAUCO CONSTRUCCION LTDA.,-21545891.0,0.0,-21545891.0,0.17534833538964886,0.0,0.0
P-1690,2. COSTO MATERIALES,ONGOLMO - HOME CONDOMINIO,CANTAUCO CONSTRUCCION LTDA.,-22074402.0,-1500000.0,-23574402.0,0.17534833538964886,-22724089.0,1.0374190138051298
P-1690,1. INGRESO,ONGOLMO - HOME CONDOMINIO,CANTAUCO CONSTRUCCION LTDA.,54714366.0,0.0,54714366.0,0.17534833538964886,64872885.77759347,0.8434088501562831
P-1691,3. COSTO MANO DE OBRA,ROSARIO ROSALES,CONSTRUCTORA E INMOBILIARIA PRADOVERDE LTDA.,-17223414.0,0.0,-17223414.0,0.16480114133758636,-8420659.0,2.0453760210453837
P-1691,2. COSTO MATERIALES,ROSARIO ROSALES,CONSTRUCTORA E INMOBILIARIA PRADOVERDE LTDA.,-17523461.0,0.0,-17523461.0,0.16480114133758636,-17150045.0,1.0217734705652375
P-1691,1. INGRESO,ROSARIO ROSALES,CONSTRUCTORA E INMOBILIARIA PRADOVERDE LTDA.,41603116.0,0.0,41603116.0,0.16480114133758636,5751334.0345,7.233646272402056
P-1692,3. COSTO MANO DE OBRA,JOSÉ PEREZ COTAPOS,EBCO S.A.,-40393357.0,-7576783.0,-47970140.0,-0.05630953418307147,-23173688.0,2.0700261434433744
P-1692,2. COSTO MATERIALES,JOSÉ PEREZ COTAPOS,EBCO S.A.,-41271160.0,-500000.0,-41771160.0,-0.05630953418307147,-34744592.0,1.2022348686667554
P-1692,1. INGRESO,JOSÉ PEREZ COTAPOS,EBCO S.A.,84957389.0,0.0,84957389.0,-0.05630953418307147,91720000.0,0.9262689598778893
P-1693,3. COSTO MANO DE OBRA,VOLTA V0800,ECOBIO SPA,-25236917.0,-2407425.0,-27644342.0,0.15459991917338395,-11371251.0,2.4310730631132844
P-1693,2. COSTO MATERIALES,VOLTA V0800,ECOBIO SPA,-89612109.0,0.0,-89612109.0,0.15459991917338395,-84368545.0,1.062150698462324
P-1694,3. COSTO MANO DE OBRA,ECO HUEMUL,CONSTRUCTORA ICF SPA,-18045646.0,-4736731.0,-22782377.0,0.2290207507394938,0.0,0.0
P-1694,2. COSTO MATERIALES,ECO HUEMUL,CONSTRUCTORA ICF SPA,-18556968.0,-7000000.0,-25556968.0,0.2290207507394938,-57440940.0,0.4449260057373713
P-1694,1. INGRESO,ECO HUEMUL,CONSTRUCTORA ICF SPA,45698568.0,17000065.0,62698633.0,0.2290207507394938,189774065.86611313,0.3303856757974206
P-1695,3. COSTO MANO DE OBRA,EDIFICIO ESTORIL,EMPRESA CONSTRUCTORA BRAVO E IZQUIERDO,-13163688.0,0.0,-13163688.0,0.07217036984942143,-19577383.0,0.6723926277582658
P-1695,2. COSTO MATERIALES,EDIFICIO ESTORIL,EMPRESA CONSTRUCTORA BRAVO E IZQUIERDO,-17009933.0,-10500000.0,-27509933.0,0.07217036984942143,-41184361.0,0.6679703735114404
P-1695,1. INGRESO,EDIFICIO ESTORIL,EMPRESA CONSTRUCTORA BRAVO E IZQUIERDO,30834000.0,13003381.0,43837381.0,0.07217036984942143,94918400.0,0.4618428144595779
P-1696,3. COSTO MANO DE OBRA,SANTA VICTORIA - TERRACORP,CONSTRUCTORA TERRACORP S.A.,-34798515.0,-1750141.0,-36548656.0,0.1379719893821872,0.0,0.0
P-1696,2. COSTO MATERIALES,SANTA VICTORIA - TERRACORP,CONSTRUCTORA TERRACORP S.A.,-28547703.0,0.0,-28547703.0,0.1379719893821872,-30348318.0,0.9406683757564422
P-1696,1. INGRESO,SANTA VICTORIA - TERRACORP,CONSTRUCTORA TERRACORP S.A.,75515364.0,0.0,75515364.0,0.1379719893821872,75985768.28533825,0.993809310664968
P-1697,3. COSTO MANO DE OBRA,ESTOCOLMO,CONSTRUCTORA FORTALEZA S.A,-15721639.0,-4075065.0,-19796704.0,0.4650982122792942,0.0,0.0
P-1697,2. COSTO MATERIALES,ESTOCOLMO,CONSTRUCTORA FORTALEZA S.A,-25685194.0,-2500000.0,-28185194.0,0.4650982122792942,-43150692.0,0.6531805793520067
P-1697,1. INGRESO,ESTOCOLMO,CONSTRUCTORA FORTALEZA S.A,73596505.0,16105752.688196998,89702257.688197,0.4650982122792942,97580171.13832003,0.9192672716370207
P-1698,2. COSTO MATERIALES,CD ANDES,EBCO S.A.,-25887377.0,0.0,-25887377.0,0.36113614709542224,-27960522.0,0.9258545673789638
P-1698,1. INGRESO,CD ANDES,EBCO S.A.,70273295.0,0.0,70273295.0,0.36113614709542224,57807633.83236125,1.215640398010208
P-1699,3. COSTO MANO DE OBRA,VILLA PANAMERICANA LOTE B,EMPRESA CONSTRUCTORA DLP S.A.,-19304691.0,-8267470.0,-27572161.0,0.2807654772270049,0.0,0.0
P-1699,2. COSTO MATERIALES,VILLA PANAMERICANA LOTE B,EMPRESA CONSTRUCTORA DLP S.A.,-22580828.0,-18000000.0,-40580828.0,0.2807654772270049,-156685807.0,0.25899491968663124
P-1699,1. INGRESO,VILLA PANAMERICANA LOTE B,EMPRESA CONSTRUCTORA DLP S.A.,73159443.0,21598229.0,94757672.0,0.2807654772270049,406744605.6137377,0.23296602018118953
P-1700,3. COSTO MANO DE OBRA,CD ORIZON,EBCO S.A.,-32053851.0,-172081.0,-32225932.0,0.24140440743136504,-22319794.0,1.443827483354013
P-1700,2. COSTO MATERIALES,CD ORIZON,EBCO S.A.,-63386553.0,0.0,-63386553.0,0.24140440743136504,-72938784.0,0.8690376987913591
P-1700,1. INGRESO,CD ORIZON,EBCO S.A.,126038809.0,0.0,126038809.0,0.24140440743136504,149471447.02094412,0.8432300048740365
P-1701,3. COSTO MANO DE OBRA,EDIFICIO ZENTENO,CONSTRUCTORA GREVIA SPA.,-25556198.0,0.0,-25556198.0,0.2588086130796011,-28379446.0,0.9005178607080632
P-1701,2. COSTO MATERIALES,EDIFICIO ZENTENO,CONSTRUCTORA GREVIA SPA.,-33390080.0,0.0,-33390080.0,0.2588086130796011,-42377348.0,0.7879228308482163
P-1701,1. INGRESO,EDIFICIO ZENTENO,CONSTRUCTORA GREVIA SPA.,79529092.0,0.0,79529092.0,0.2588086130796011,74623683.21555193,1.0657352809868512
P-1703,3. COSTO MANO DE OBRA,SANTA VICTORIA DANACORP,DANACORP S.A,-15932729.0,-1057164.0,-16989893.0,0.29216200542587234,-10943242.0,1.5525465853720497
P-1703,2. COSTO MATERIALES,SANTA VICTORIA DANACORP,DANACORP S.A,-19811504.0,0.0,-19811504.0,0.29216200542587234,-22488985.0,0.8809425592128769
P-1703,1. INGRESO,SANTA VICTORIA DANACORP,DANACORP S.A,51991271.0,0.0,51991271.0,0.29216200542587234,56316406.63043365,0.9231993678357965
P-1704,3. COSTO MANO DE OBRA,CD MERCADO LIBRE MEZZANINA,EBCO S.A.,-132643971.0,-14242535.0,-146886506.0,0.47542350516237836,-156095149.0,0.9410062192259415
P-1704,2. COSTO MATERIALES,CD MERCADO LIBRE MEZZANINA,EBCO S.A.,-183715910.0,-24000000.0,-207715910.0,0.47542350516237836,-387816472.0,0.5356036295436156
P-1704,1. INGRESO,CD MERCADO LIBRE MEZZANINA,EBCO S.A.,607371810.0,68606659.27885,675978469.27885,0.47542350516237836,1058718831.8694887,0.6384872441394145
P-1705,3. COSTO MANO DE OBRA,LOS CLARINES,CONSTRUCTORA INARCO S.A.,-8357637.0,-5553518.0,-13911155.0,0.045988689115494856,-14129156.0,0.9845708406078891
P-1705,2. COSTO MATERIALES,LOS CLARINES,CONSTRUCTORA INARCO S.A.,-9983765.0,-5000000.0,-14983765.0,0.045988689115494856,-21364144.0,0.7013510581093256
P-1705,1. INGRESO,LOS CLARINES,CONSTRUCTORA INARCO S.A.,10097528.0,20190289.0,30287817.0,0.045988689115494856,65889598.10132677,0.4596752427207492
P-1706,3. COSTO MANO DE OBRA,CALIFORNIA,CONSTRUCTORA E INVERSIONES VITAL SPA.,-4875121.0,-1197155.0,-6072276.0,0.477951533105756,-19349502.0,0.3138207898063733
P-1706,2. COSTO MATERIALES,CALIFORNIA,CONSTRUCTORA E INVERSIONES VITAL SPA.,-7879330.0,-5000000.0,-12879330.0,0.477951533105756,-39538656.0,0.32574020725438924
P-1706,1. INGRESO,CALIFORNIA,CONSTRUCTORA E INVERSIONES VITAL SPA.,18664851.0,17637537.0,36302388.0,0.477951533105756,104786220.54480116,0.3464423834666217
P-1707,3. COSTO MANO DE OBRA,LAS TRANQUERAS,CONSTRUCTORA SANTOLAYA LTDA.,-11882405.0,-1568341.0,-13450746.0,0.17097897551089503,-15679431.0,0.8578593190020735
P-1707,2. COSTO MATERIALES,LAS TRANQUERAS,CONSTRUCTORA SANTOLAYA LTDA.,-10347749.0,-7000000.0,-17347749.0,0.17097897551089503,-23066986.0,0.7520596318912233
P-1707,1. INGRESO,LAS TRANQUERAS,CONSTRUCTORA SANTOLAYA LTDA.,30065971.0,7084468.0,37150439.0,0.17097897551089503,67945807.15644336,0.5467657322027558
P-1708,3. COSTO MANO DE OBRA,ECO ESPAÑA,CONSTRUCTORA ICF SPA,-1471220.0,-921206.0,-2392426.0,-0.6047841515895007,-42796967.0,0.05590176518817327
P-1708,2. COSTO MATERIALES,ECO ESPAÑA,CONSTRUCTORA ICF SPA,-125100.0,0.0,-125100.0,-0.6047841515895007,-83658973.0,0.0014953566307824506
P-1708,1. INGRESO,ECO ESPAÑA,CONSTRUCTORA ICF SPA,0.0,1568763.0,1568763.0,-0.6047841515895007,213452539.86256003,0.007349469821301311
P-1709,3. COSTO MANO DE OBRA,CENTRO COMERCIAL PASEO SAN PEDRO,EBCO S.A.,-11652547.0,-2333919.0,-13986466.0,0.45833313141469467,-8592182.0,1.6278130514460705
P-1709,2. COSTO MATERIALES,CENTRO COMERCIAL PASEO SAN PEDRO,EBCO S.A.,-31005953.0,-500000.0,-31505953.0,0.45833313141469467,-44673467.0,0.7052497850681704
P-1709,1. INGRESO,CENTRO COMERCIAL PASEO SAN PEDRO,EBCO S.A.,72858203.0,11127770.0,83985973.0,0.45833313141469467,105853124.46769226,0.7934198770451373
P-1712,3. COSTO MANO DE OBRA,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,-26854367.0,-2791400.0,-29645767.0,0.5257640306877877,-30109897.0,0.9845854670309898
P-1712,2. COSTO MATERIALES,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,-40112958.0,-8500000.0,-48612958.0,0.5257640306877877,-104292394.0,0.4661217959959765
P-1712,1. INGRESO,CENTRO COMERCIAL VIÑA OUTLET PARK,EBCO S.A.,150118878.0,14901765.86532965,165020643.86532965,0.5257640306877877,215321946.831668,0.7663902648731746
P-1713,3. COSTO MANO DE OBRA,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,-3792258.0,-172081.0,-3964339.0,-0.2086036396505471,-19416318.0,0.20417563206371053
P-1713,2. COSTO MATERIALES,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,-1865409.0,0.0,-1865409.0,-0.2086036396505471,-55849894.0,0.03340040358894862
P-1713,1. INGRESO,RESERVA SAN FRANCISCO,EMPRESA NACIONAL DE CONSTRUCCIÓN LAS VERTIENTES SPA,4823540.0,0.0,4823540.0,-0.2086036396505471,123509706.24103087,0.03905393468094561
P-1714,3. COSTO MANO DE OBRA,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,-16096575.0,-738438.0,-16835013.0,0.013498709432416224,-7835147.0,2.14865311397476
P-1714,2. COSTO MATERIALES,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,-37356272.0,0.0,-37356272.0,0.013498709432416224,-29967845.0,1.2465451553156393
P-1714,1. INGRESO,DEPARTAMENTAL II,CONSTRUCTORA FUERZA SUR DOS SPA,52496652.0,2436155.0,54932807.0,0.013498709432416224,61454685.567952126,0.8938749989902608
P-1715,3. COSTO MANO DE OBRA,CD LO ECHEVERS,QUEZADA Y BOETSCH,-12758158.0,-3709490.0,-16467648.0,0.24387515420722441,-33061305.0,0.49809431297403417
P-1715,2. COSTO MATERIALES,CD LO ECHEVERS,QUEZADA Y BOETSCH,-22024051.0,-6000000.0,-28024051.0,0.24387515420722441,-180244214.0,0.15547822800015096
P-1715,1. INGRESO,CD LO ECHEVERS,QUEZADA Y BOETSCH,40610937.0,18230799.583,58841736.583000004,0.24387515420722441,335709882.4289,0.17527555685067478
P-1716,3. COSTO MANO DE OBRA,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,-24655855.0,-895428.0,-25551283.0,0.5745726795995294,0.0,0.0
P-1716,2. COSTO MATERIALES,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,-28021527.0,0.0,-28021527.0,0.5745726795995294,-56794940.0,0.49338069553379227
P-1716,1. INGRESO,CD ASTARA,ASTARA LOGÍSTICA CHILE SPA.,115844538.0,10082518.0,125927056.0,0.5745726795995294,121165036.91180915,1.0393019241322636
P-1717,2. COSTO MATERIALES,ECO QUILÍN I,CONSTRUCTORA ICF SPA,0.0,0.0,0.0,0.0,-70545144.0,-0.0
P-1718,3. COSTO MANO DE OBRA,PATIO COMIDAS,EBCO S.A.,-29315555.0,-8486339.0,-37801894.0,0.4559181176699442,0.0,0.0
P-1718,2. COSTO MATERIALES,PATIO COMIDAS,EBCO S.A.,-17213425.0,-12000000.0,-29213425.0,0.4559181176699442,-67771001.00028318,0.43106084562448665
P-1718,1. INGRESO,PATIO COMIDAS,EBCO S.A.,104494756.0,18676629.0,123171385.0,0.4559181176699442,184688657.35058412,0.6669136414056586
P-1719,1. INGRESO,CD METALPAR,EBCO S.A.,131348.0,0.0,131348.0,1.0,194809188.0,0.0006742392458409097
P-1720,3. COSTO MANO DE OBRA,,,0.0,0.0,0.0,0.0,0.0,0.0
P-1720,1. INGRESO,,,0.0,0.0,0.0,0.0,10690929.97584,0.0
P-1721,3. COSTO MANO DE OBRA,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,-7120681.0,-2706033.0,-9826714.0,0.3450252036078454,0.0,0.0
P-1721,2. COSTO MATERIALES,STRIP CENTER LUIS PASTEUR,INMOBILIARIA LUIS PASTEUR S.A.,-9089290.0,-7500000.0,-16589290.0,0.3450252036078454,-26959401.0,0.615343419536658
