Part_Number,Descripcion,Categoria,Familia,Costo_Promedio,Ultimo_x0020_Costo,Fecha_Ultima_Compra
H21581511,Pinza de bloqueo Lockout Dielectrica,H21,58,4000,4000,2017-06-19T00:00:00-04:00
H21581512,Anteojos Seguridad Oscuros ( Antiparra ),H21,57,600,600,2023-04-27T00:00:00-03:00
H21581517,"Tijera cortar lata 10""",H21,58,10925,10731,2021-05-28T00:00:00-04:00
H21581524,Herramienta aplastadora para casquillo de lazo antisismico,H21,58,114542,114542,2018-10-09T00:00:00-03:00
H21581525,Herramienta de corte para cable de lazo antisismico,H21,58,65547,65547,2018-10-09T00:00:00-03:00
H21581528,Llave Punta y Corona 27mm,H21,58,5546,5546,2021-03-22T00:00:00-03:00
H21581545,Laucha electrica fibra de vidrio 6mm 100 M,H21,58,94118,94118,2017-07-07T00:00:00-04:00
H21581552,Afilador de brocas Bosch,H21,58,36459,36459,2017-07-07T00:00:00-04:00
H21581553,"Tester de CCTV analogo, HDCVI, IP con alimentacion 12V, puerto 485, POE y micro SD",H21,58,242674,242673.7,2017-07-14T00:00:00-04:00
H21581557,Termoventilador 2000 W estufa,H21,58,16790,16789.9,2022-03-31T00:00:00-03:00
H21581565,Caja metalica para herramientas c/band plegables 510x218x240 mm,H21,58,32773,32773.11,2022-06-07T00:00:00-04:00
H21581567,Cautin punta fina 25W,H21,58,5504,5504.2,2023-06-19T00:00:00-04:00
H21581592,Generador 720 W Bencinero Karson,H21,58,63017,63016.8,2017-09-14T00:00:00-03:00
H21581655,Programador Camaras HDCVI,H21,58,5911,5910.9,2017-11-16T00:00:00-03:00
H21581658,Tester y amperimetro de tenaza,H21,58,11429,11429,2019-10-17T00:00:00-03:00
H21581660,Aplicador de silicona en barra tipo pistola 60W,H21,58,1588,1588.23,2019-09-06T00:00:00-03:00
H21581666,"Diablito de 3/4 x 36""",H21,58,6429,6428.57,2017-12-07T00:00:00-03:00
H21581696,Llave Punta y Corona 7mm,H21,58,1160,1159.66,2020-10-16T00:00:00-03:00
H21581697,Llave Punta y Corona 8mm,H21,58,752,752,2019-11-11T00:00:00-03:00
H21581698,Llave Punta y Corona 9mm,H21,58,1218,1218.49,2018-02-26T00:00:00-03:00
H21581699,Llave Punta y Corona 6mm,H21,58,950,949.58,2018-02-26T00:00:00-03:00
H21581700,"Llave de Cadena 6""",H21,58,42337,42337,2018-02-27T00:00:00-03:00
H21581701,"Llave de Cadena 8""",H21,58,52511,52511,2018-02-27T00:00:00-03:00
H21581713,Soplete alta temperatura con regulador Bernzomatic,H21,58,44910,44910,2018-03-22T00:00:00-03:00
H21581716,"Prensa carpintero 8""",H21,58,6135,8739.5,2023-03-06T00:00:00-03:00
H21581725,Taladro angular compacto bajo perfil,H21,58,25345,25345,2018-05-10T00:00:00-03:00
H21581733,"Tornillo banco 5""",H21,58,59917,108394.96,2022-06-06T00:00:00-04:00
H21581737,Cadenas para nieve (2 ruedas) 245/75 R16,H21,58,40500,40500,2018-06-04T00:00:00-04:00
H21581781,Taladro Rotomartillo inalambrico Bosch con bateria y cargador,H21,58,295539,302619,2023-04-10T00:00:00-03:00
H21581785,"Portamacho 3/4 - 1""  m20 - m24 (para hacer hilos hembra)",H21,58,4622,4621.85,2018-06-28T00:00:00-04:00
H21581786,Juego de machos a/c M14 - 1.5 23 piezas (para hacer hilos hembra),H21,58,27311,27310.92,2019-03-27T00:00:00-03:00
H21581806,"Llave para Sprinkler AG RELIABLE 1/2""",H21,58,15273,,
H21581815,Escalera articulada plegable aluminio 12 peldaños,H21,58,63010,63010,2022-07-14T00:00:00-04:00
H21581851,Nivel Laser Bosch GCL 2-15,H21,58,151697,176294.12,2023-06-29T00:00:00-04:00
H21581867,"Extractor empaquetadura 11""",H21,58,17577,17577,2019-01-17T00:00:00-03:00
H21581879,Engrasadora manual 120CC,H21,58,7134,7134.45,2019-02-15T00:00:00-03:00
H21581895,Orilladora electrica 250W,H21,58,15118,15118,2019-04-02T00:00:00-03:00
H21581923,"Pie de metro (calibrador) 6"" metalico",H21,58,6723,6722.69,2019-05-02T00:00:00-03:00
H21581924,"Cincel 3/4"" x 10",H21,58,7806,7806,2021-10-21T00:00:00-03:00
H21581928,"Laina calibrada 0,7 mm",H21,58,37000,37000,2019-05-02T00:00:00-03:00
H21581936,"Taladro pedestal 1 HP 220v hasta 3/4""",H21,58,277311,277311,2019-09-25T00:00:00-03:00
H21581955,Tacometro Digital Portatil Infrarrojo Laser (Medidor RPM),H21,58,12597,12597,2019-07-01T00:00:00-04:00
H21581958,Adaptador enchufe industrial 2p+t 16A 230V a enchufe simple 10/16A,H21,58,11693,11693,2019-07-01T00:00:00-04:00
H21581959,Programador EST Edwards Siga GSA,H21,58,246500,246500,2019-07-09T00:00:00-04:00
H21582028,Kit de herramientas Fibra Optica,H21,58,65344,65344,2019-10-25T00:00:00-03:00
H21582375,"Manguera 1/2"" (Jardin)",H21,58,2094,2094,2023-03-23T00:00:00-03:00
H21582531,Carretilla C/Rueda Neumatico,H21,58,63571,63571.43,2023-01-09T00:00:00-03:00
H21582532,Pala Punta huevo C/N Mango madera,H21,58,5387,6159.66,2020-09-04T00:00:00-03:00
H21582536,Enchufe Macho Volante 32A,H21,58,9980,9980,2022-07-20T00:00:00-04:00
H21582537,Enchufe Hembra Volante 32A,H21,58,11270,11270,2022-07-20T00:00:00-04:00
H21582540,Pelacable Coaxial Universal RG59/6/11,H21,58,4288,4193.28,2023-04-18T00:00:00-03:00
H21582559,Docking station para disco duro (base sobremesa),H21,58,19319,19319,2022-01-10T00:00:00-03:00
H21582627,Chuzo,H21,58,13436,14696,2020-09-04T00:00:00-03:00
H21582628,Pala Jardin,H21,58,3277,3277.3109,2013-04-06T00:00:00-03:00
H21582645,"Tronzadora Disco 14""",H21,58,124706,129411.76,2019-06-12T00:00:00-04:00
H21582646,"Tripode con Cadena 1/8 A 6""",H21,58,305000,305000,2022-08-25T00:00:00-03:00
H21582675,Taladro Inalambrico Makita o Bosch c/n Maleta,H21,58,175932,163946,2023-04-10T00:00:00-03:00
H21582697,"Programador Bosch con USB (interfaz serial RS232, UDX4010V2 + Accesorio de Bloqueo para RPSD5370)",H21,58,191051,191051,2019-10-10T00:00:00-03:00
H21582715,"Llave Stillson de 24""",H21,58,30664,30663.87,2023-06-29T00:00:00-04:00
H21582716,Broca Guia p/porta Sierra Copa tomas A04 y A10,H21,58,2681,2680.67,2023-03-31T00:00:00-03:00
H21582721,Taladro Rotomartillo Bosch GBH-2-24D 820W,H21,58,110840,110840,2023-06-29T00:00:00-04:00
H21582724,"Plato Porta Peine 1/2 a 2"" (niplera)",H21,58,180000,180000,2022-11-23T00:00:00-03:00
H21582771,Medidor de campo analizador CATV + power meter Promax Ranger Mini,H21,58,2620560,2620560,2022-04-27T00:00:00-03:00
H21582789,Fuente Laser para medicion de red de Fibra optica Promax PL055A,H21,58,911820,911820,2022-04-27T00:00:00-03:00
H21582790,Generador de ruido para test de cableado coaxial Promax RP-110,H21,58,1152310,1152310,2022-04-27T00:00:00-03:00
H21582825,Pesa Electronica,H21,58,15000,3358.82,2016-05-16T00:00:00-04:00
H21582903,Llave Punta Corona c/chicharra de 13 mm,H21,58,9664,9663.87,2023-06-29T00:00:00-04:00
H21582905,Toldo 3 x3 mts,H21,58,50412,50411.76,2023-01-18T00:00:00-03:00
H21582915,cuarton 4x4 bruto,H21,58,0,,
H21583004,Cordel Plastico 12mm (Perlon),H21,58,462,462.18,2022-12-26T00:00:00-03:00
H21583010,Polea Doble con Grillete (Roldana) 1000kg,H21,58,28899,28899,2022-12-15T00:00:00-03:00
H21583016,Llave de programación Bosch inc Dongle D5500C-USB,H21,58,0,,
H21583080,Sierra Sable Electrica 590w,H21,58,63529,63529,2023-04-10T00:00:00-03:00
H21583117,"One Click limpiador de conectores SC, ST, FC 2,5mm",H21,58,0,,
H21583120,Ampolleta Bright LED 13W E27 luz fría Megabright,H21,58,0,,
H21583122,Radios Transmisor  Walkie Talkie,H21,58,16387,16386.55,2023-06-07T00:00:00-04:00
H21583124,Pelador Cortador cable fibra óptica Proimeq,H21,58,0,,
H21583126,Lámpara de escritorio 45cm 25W,H21,58,7975,7975,2023-06-28T00:00:00-04:00
H21583128,Silla Plegable Auditorium 2.0 negro m+design,H21,58,0,,
H21583130,Mesa Plegable Walnut café,H21,58,0,,
H21583275,"Dado largo 1/2"" hex 29 mm",H21,58,7311,7311,2023-05-11T00:00:00-03:00
H21583380,TX Fusionadora Trimerx Pro Nucleo 6 motores Pantalla táctil GS-60,H21,59,0,,
H21590406,Electro Fusionadora Ritmo Elektra Ligth,H21,59,810451,810451,2014-04-24T00:00:00-03:00
H21590624,COMPRESOR INDURA VENTO 2000,H21,59,0,,
H21592418,"Roscadora 1/2"" a 2"" SQ-50 Amarilla (niplera)",H21,59,474000,474000,2023-05-25T00:00:00-04:00
H21592454,"Equipo Aire Acondicionado 9,000 BTU/hora",H21,59,190000,190000,2012-11-27T00:00:00-03:00
H21592479,Contenedor Oficina 6000x3000x2800 mm,H21,59,1125000,900000,2016-12-26T00:00:00-03:00
H21592480,Maquina Termofusionadora Lineal Ritmo Basic 200mm,H21,59,3593385,3593385.45,2013-01-13T00:00:00-03:00
H21592481,"Equipo Aire Acondicionado 12,000 BTU/Hora",H21,59,177368,177368,2019-09-09T00:00:00-03:00
H21592621,"Ranuradora electrica de 2"" a 6""",H21,59,950000,950000,2022-04-25T00:00:00-03:00
H21592707,POWER METER -50/26 DB FC/SC,H21,59,39081,39081,2022-12-20T00:00:00-03:00
H21592725,GENERADOR DE LUZ 1310 - 1490 - 1550,H21,59,154813,154813,2022-12-20T00:00:00-03:00
H21601200,Notebook,H21,60,307966,307966,2019-09-10T00:00:00-03:00
H21601278,Router WIFI 3G Portatil,H21,60,24353,24353,2016-08-03T00:00:00-04:00
H21601279,Teclado numerico USB,H21,60,8859,10706.5,2018-09-26T00:00:00-03:00
H21601542,Escaner color portatil USB,H21,60,63851,63851,2017-06-20T00:00:00-04:00
H21602416,Telefono celular (smartphone),H21,60,57135,57135,2019-11-20T00:00:00-03:00
H21602558,"Notebook Lenovo G480 Core I5-3210 6GB 500GB 14""",H21,60,464613,464613,2021-01-22T00:00:00-03:00
H21602671,Notebook Levono ThinkPad Edge E430 Core I5 3210M 4Gb 500 Gb,H21,60,283017,283017,2013-04-25T00:00:00-03:00
H21602672,Notebook Packard Bell HC-614 PDC,H21,60,192259,192259,2013-04-25T00:00:00-03:00
H21610496,Polera Pique Varon M/C Talla S Azul,H21,61,4200,4200,2015-08-19T00:00:00-03:00
H21610497,CODIGO DISPONIBLE,H21,61,5748,5645,2023-02-27T00:00:00-03:00
H21610633,Chaqueta Micropolar Thermal Schutz Azul Talla S,H21,61,15911,15911,2022-08-23T00:00:00-03:00
H21611050,Polera Pique Varon M/C Talla S Azul,H21,61,3872,3872,2019-04-11T00:00:00-03:00
H21611054,Pantalon dama talla 38 blue Jeans doble costura,H21,61,4288,4288,2018-04-06T00:00:00-03:00
H21611055,Pantalon dama talla 40 blue Jeans doble costura,H21,61,7260,7260,2016-03-23T00:00:00-03:00
H21611056,Pantalon varon talla 40 blue Jeans doble costura,H21,61,7147,7147,2023-05-16T00:00:00-04:00
H21611057,Pantalon varon talla 42 blue Jeans doble costura,H21,61,8800,8800,2023-05-15T00:00:00-04:00
H21611059,Pantalon varon talla 44 blue Jeans doble costura,H21,61,8219,8800,2023-05-15T00:00:00-04:00
H21611060,Pantalon varon talla 46 blue Jeans doble costura,H21,61,6927,7147,2023-04-14T00:00:00-03:00
H21611061,Pantalon varon talla 48 blue Jeans doble costura,H21,61,7122,7147,2023-05-16T00:00:00-04:00
H21611062,Pantalon varon talla 50 blue Jeans doble costura,H21,61,6990,7147,2023-05-16T00:00:00-04:00
H21611064,Pantalon varon talla 54 blue Jeans doble costura,H21,61,7147,7147,2023-04-14T00:00:00-03:00
H21611066,Polera Pique Dama M/L Talla S Melange,H21,61,4386,4386,2023-05-16T00:00:00-04:00
H21611069,Polera Pique Dama M/L Talla M Melange,H21,61,4386,4386,2023-05-16T00:00:00-04:00
H21611070,Polera Pique Dama M/L Talla L Melange,H21,61,4386,4386,2023-05-16T00:00:00-04:00
H21611163,Polera Pique Varon M/L Talla S Azul,H21,61,5623,5368,2023-04-14T00:00:00-03:00
H21611164,Pantalon varon Poplin Gris Schutz Talla S,H21,61,7470,7470,2021-12-03T00:00:00-03:00
H21611165,Pantalon varon Poplin Gris Schutz Talla L,H21,61,2381,2381,2017-01-27T00:00:00-03:00
H21611167,Polera Pique Varon M/C Talla M Azul,H21,61,4200,4200,2013-11-20T00:00:00-03:00
H21611196,Polera Pique Varon M/L Talla L Azul,H21,61,5430,5368,2023-05-16T00:00:00-04:00
H21611197,Casaca Geologo Grupo Schutz Talla S,H21,61,5260,5152,2023-05-16T00:00:00-04:00
H21611247,Chaqueta Micropolar Thermal Schutz Azul Talla M,H21,61,15343,15911,2022-08-23T00:00:00-03:00
H21611248,Chaqueta Micropolar Thermal Schutz Azul Talla L,H21,61,15658,15911,2022-08-23T00:00:00-03:00
H21611249,Chaqueta Micropolar Thermal Schutz Talla XL,H21,61,15153,15153,2022-07-05T00:00:00-04:00
H21611356,Pantalon dama talla 46 blue Jeans doble costura,H21,61,4061,4036,2017-04-05T00:00:00-03:00
H21611357,Pantalon dama talla 48 blue Jeans doble costura,H21,61,4192,4192,2017-01-30T00:00:00-03:00
H21611358,Pantalon varon talla 52 blue Jeans doble costura,H21,61,6810,7147,2023-04-14T00:00:00-03:00
H21611359,Camisa Grupo Schutz Talla L Blanca M/L,H21,61,3891,3891,2018-10-19T00:00:00-03:00
H21611360,Camisa Grupo Schutz Talla S Blanca M/L,H21,61,3891,3891,2017-04-05T00:00:00-03:00
H21611361,Camisa Grupo Schutz Talla M Blanca M/L,H21,61,4594,4594,2021-12-17T00:00:00-03:00
H21611375,Camisa Grupo Schutz Talla XL Blanca M/L,H21,61,3891,3891,2018-10-19T00:00:00-03:00
H21611376,Camisa Grupo Schutz Talla XXL Blanca M/L,H21,61,4190,4190,2018-06-22T00:00:00-04:00
H21611377,Blusa mujer Grupo Schutz Talla M Blanca M/L,H21,61,3445,3445,2017-04-05T00:00:00-03:00
H21611378,Blusa mujer Grupo Schutz Talla S Blanca M/L,H21,61,3445,3445,2017-01-30T00:00:00-03:00
H21611478,Micropolar Schutz Varon talla S,H21,61,6959,6959,2023-05-31T00:00:00-04:00
H21611479,Micropolar Schutz Varon talla M,H21,61,6905,6959,2023-05-31T00:00:00-04:00
H21611480,Micropolar Schutz Varon talla L,H21,61,6902,6959,2023-05-31T00:00:00-04:00
H21611481,Micropolar Schutz Varon talla XL,H21,61,6969,6959,2023-05-31T00:00:00-04:00
H21611482,Micropolar Schutz Dama talla S,H21,61,3456,3456,2017-06-09T00:00:00-04:00
H21611483,Chaqueta Micropolar Thermal  Dama Talla XXL,H21,61,15242,15242,2022-08-23T00:00:00-03:00
H21611495,Pantalon dama Gabardina Schutz Talla 44,H21,61,24017,24017,2020-03-26T00:00:00-03:00
H21611496,Polera Pique Dama M/L Talla XL Melange,H21,61,4386,4386,2023-05-16T00:00:00-04:00
H21611497,Parka termica 3x1 Mujer Talla L,H21,61,10916,10916,2019-10-10T00:00:00-03:00
H21611549,Chaqueta Micropolar Thermal  Dama Talla M,H21,61,15242,15242,2022-08-23T00:00:00-03:00
H21611550,Chaqueta Micropolar Thermal  Dama Talla L,H21,61,15242,15242,2022-08-23T00:00:00-03:00
H21611844,Pantalon varon Gabardina Schutz Talla 40,H21,61,3650,,
H21611845,Pantalon varon Gabardina Schutz Talla 42,H21,61,4690,4690,2022-12-13T00:00:00-03:00
H21611846,Pantalon varon Gabardina Schutz Talla 44,H21,61,4854,4853.88,2019-03-21T00:00:00-03:00
H21611847,Pantalon varon Gabardina Schutz Talla 46,H21,61,3898,4690,2022-12-13T00:00:00-03:00
H21611848,Pantalon varon Gabardina Schutz Talla 48,H21,61,4690,4690,2022-12-13T00:00:00-03:00
H21611849,Pantalon dama Gabardina Schutz Talla 46,H21,61,3650,,
H21611850,Pantalon dama Gabardina Schutz Talla 48,H21,61,3650,,
H21612225,Chaqueta Micropolar Thermal  Dama Talla S,H21,61,15242,15242,2022-08-23T00:00:00-03:00
H21612226,Chaqueta Micropolar Thermal  Dama Talla XL,H21,61,15242,15242,2022-08-23T00:00:00-03:00
H21612286,Pantalon varon Poplin Gris Schutz Talla XL,H21,61,22681,22681,2021-07-21T00:00:00-04:00
H21612311,Polera Pique Varon M/C Talla L Blanca,H21,61,3872,3872,2018-04-06T00:00:00-03:00
H21612312,Polera Pique Varon M/C Talla M Blanca,H21,61,3872,3872,2018-04-06T00:00:00-03:00
H21612313,Polera Pique Varon M/L Talla M Azul,H21,61,5396,5368,2023-05-16T00:00:00-04:00
H21612314,Polera Pique Varon M/L Talla XXL Azul,H21,61,5403,5368,2023-05-16T00:00:00-04:00
H21612316,Polera Pique Varon M/L Talla XL Azul,H21,61,5368,5368,2023-05-16T00:00:00-04:00
H21620115,TLV MEDIDOR DE CAMPO H30FLEX DVB-S/S2 + ISDB-T/Tb 593361,H21,62,0,,
H21620135,TLV GENERADOR DE RUIDO 5-3000 MHZ 593001,H21,62,0,,
H21620155,TX OTDR SM 1310/1550 FHO3000L,H21,62,0,,
H21620175,TX BOBINA DE LANZAMIENTO SM FC/SC UPC 1000 MTS F2H-LFC-SM,H21,62,0,,
I15410013,Perfil angulo laminado 30x30x2mm,I15,41,9405,9821,2022-07-04T00:00:00-04:00
I15410014,Perfil angulo laminado 50x50x3mm,I15,41,14122,14122,2022-03-22T00:00:00-03:00
I15410018,Anticorrosivo Negro 1 Lts,I15,41,4529,4529.41,2023-06-19T00:00:00-04:00
I15410021,Barra Cooper 13mm c abraz,I15,41,7100,7100,2023-06-08T00:00:00-04:00
I15410025,Codo 45° pvc hidraulico (azul) 20mm CEM-CEM,I15,41,79,79,2019-06-13T00:00:00-04:00
I15410026,Codo 45° pvc hidraulico  (azul) 25mm CEM-CEM,I15,41,1966,1966,2021-01-29T00:00:00-03:00
I15410030,"Terminal PVC Hidraulico (azul) 25mm x 3/4"" CEM-HE",I15,41,1790,1790,2023-01-18T00:00:00-03:00
I15410042,Barra Pletina de Fierro de 30x3mm,I15,41,5200,5200,2022-09-12T00:00:00-03:00
I15410044,"Perno anclaje 3/8"" x 2 3/4""",I15,41,244,243.7,2023-05-23T00:00:00-04:00
I15410077,"Perno hex 1/2"" x 1 1/2"" con Tuerca y Golillas Zincado",I15,41,437,437.46,2022-07-07T00:00:00-04:00
I15410085,"Perno hex 3/8"" x 1 1/4"" Zincado",I15,41,93,92.44,2023-06-19T00:00:00-04:00
I15410089,Piola galvanizada 1.4 mm 19 hebras,I15,41,43,42.583,2017-01-20T00:00:00-03:00
I15410125,Aceite lubricante para roscadora,I15,41,32800,32800,2023-06-15T00:00:00-04:00
I15410130,Anticorrosivo Gris 1 Galon,I15,41,15957,15957.98,2023-06-07T00:00:00-04:00
I15410222,Perfil Rectangular 30x20x2mm,I15,41,9313,9312,2023-02-17T00:00:00-03:00
I15410224,Anticorrosivo Gris 1 Lts,I15,41,3613,3613.45,2022-09-20T00:00:00-03:00
I15410225,Sierra Copa 20mm,I15,41,7453,7554.62,2023-05-23T00:00:00-04:00
I15410230,"Perno anclaje 1/2"" x 2""",I15,41,378,378.15,2022-03-31T00:00:00-03:00
I15410264,Electrodo Soldadura 6011 3/32,I15,41,5546,5546.22,2023-06-19T00:00:00-04:00
I15410276,"Taco de anclaje 1/2"" zincado",I15,41,230,529,2023-05-15T00:00:00-04:00
I15410278,"Taco de anclaje 3/8"" zincado",I15,41,159,151.26,2023-04-10T00:00:00-03:00
I15410279,"Taco de anclaje 5/16"" zincado",I15,41,503,1092.44,2023-04-21T00:00:00-03:00
I15410298,Piola galvanizada 1mm 7 hebras,I15,41,36,36.864,2023-06-08T00:00:00-04:00
I15410347,Perfil angulo plegado 20x20x2mm,I15,41,6050,6050,2021-01-29T00:00:00-03:00
I15410349,"Perno hex 3/4"" x 5"" con Tuerca y Golillas",I15,41,3109,3109.24,2023-05-18T00:00:00-04:00
I15410359,Sellador de gasfiteria Silicona Gasket (pomo 170g),I15,41,9754,9747.9,2023-06-07T00:00:00-04:00
I15410360,Pasta Soldar Lata 100 grs,I15,41,1328,1327.73,2023-06-28T00:00:00-04:00
I15410369,Sierra Copa 114mm,I15,41,37134,37134.45,2023-05-23T00:00:00-04:00
I15410422,Plancha Fe lisa 300x300x5mm (placa),I15,41,5663,5686.43,2023-05-24T00:00:00-04:00
I15410461,Codo 90° pvc hidraulico (azul) 20mm CEM-CEM,I15,41,161,149,2022-09-30T00:00:00-03:00
I15410462,"Terminal PVC Hidraulico (azul) 20mm x 1/2"" CEM-HE",I15,41,100,99.8,2021-01-22T00:00:00-03:00
I15410463,Cadena gasfiteria acero inoxidable (bolita) para señaletica,I15,41,1924,1924.37,2022-09-08T00:00:00-03:00
I15410467,Perfil angulo laminado 40x40x3mm,I15,41,9911,9911,2021-05-28T00:00:00-04:00
I15410472,Plancha Fe lisa 250x250x3mm (placa),I15,41,2602,3109,2020-05-11T00:00:00-04:00
I15410473,Plancha Fe lisa 900x900x3mm (placa),I15,41,27245,27245,2022-07-04T00:00:00-04:00
I15410477,Sierra Copa 29mm,I15,41,8210,8210,2023-04-17T00:00:00-03:00
I15410484,Broche para cadena gasfiteria (bolita) para señaletica,I15,41,84,84.034,2022-09-08T00:00:00-03:00
I15410489,Señaletica Sistema Piping (serv Impresion),I15,41,239450,229400,2022-11-22T00:00:00-03:00
I15410491,"Perno U 3/8"" x 2 1/2"" con tuercas y golillas",I15,41,858,858,2023-05-17T00:00:00-04:00
I15410493,"Golilla plana 3/8"" zincada",I15,41,14,14.29,2023-06-29T00:00:00-04:00
I15410494,"Golilla presion 3/8"" zincada",I15,41,17,15.97,2023-06-29T00:00:00-04:00
I15410500,Codo 90° pvc hidraulico (azul) 25mm CEM-CEM,I15,41,179,178.991,2021-03-09T00:00:00-03:00
I15410501,Tee pvc hidraulico (azul) 25mm CEM-CEM,I15,41,370,369.747,2021-03-09T00:00:00-03:00
I15410529,"Perno anclaje 5/16"" x 2 3/4""",I15,41,193,193.28,2022-10-27T00:00:00-03:00
I15410544,Alambre Galv 2.4 mm (27m/k y 50k/rollo) frutal p/ cerco electrico,I15,41,674,674,2014-12-18T00:00:00-03:00
I15410553,Barra Pletina de Fierro de 30x10mm,I15,41,9104,9104,2017-11-27T00:00:00-03:00
I15410558,"Perno U 3/8"" x 1"" con tuercas y golillas",I15,41,403,411.76,2020-07-02T00:00:00-04:00
I15410585,Pasta Soldar Lata 250 g,I15,41,2166,2166,2022-08-24T00:00:00-03:00
I15410592,Lija Metal 120,I15,41,418,516.79,2023-06-28T00:00:00-04:00
I15410602,Perfil Rectangular 200x100x3mm,I15,41,52800,52800,2014-03-04T00:00:00-03:00
I15410604,"Tuerca hexagonal zincada 1/2""",I15,41,71,71.43,2023-03-06T00:00:00-03:00
I15410605,"Golilla Plana 5/8"" zincada",I15,41,42,42.02,2022-08-22T00:00:00-03:00
I15410611,Perfil cuadrado 30x30x2mm,I15,41,10080,10080,2023-05-24T00:00:00-04:00
I15410622,Pintura Cereluxe Rojo Bermellon 1GL,I15,41,27891,27890.76,2023-06-07T00:00:00-04:00
I15410647,"Perno U 3/8"" x 1 1/2"" con tuercas y golillas",I15,41,481,465,2018-04-04T00:00:00-03:00
I15410667,Sierra Copa 16mm,I15,41,5370,5370,2018-03-07T00:00:00-03:00
I15410668,"Dado Magnetico 5/16"" (Punta o Vaso)",I15,41,1217,1243.7,2023-04-21T00:00:00-03:00
I15410676,Sierra Copa 89mm,I15,41,8034,8034,2022-02-11T00:00:00-03:00
I15410754,"Golilla presion 1/2"" zincada",I15,41,30,35.29,2023-03-06T00:00:00-03:00
I15410755,"Golilla plana 1/2"" zincada",I15,41,38,37.82,2023-03-06T00:00:00-03:00
I15410769,"Perno U 3/8"" x 4"" con tuercas y golillas",I15,41,1510,1396,2023-06-08T00:00:00-04:00
I15410771,"Perno hex 1/2"" x 1"" con tuerca y golillas",I15,41,235,235.29,2020-12-21T00:00:00-03:00
I15410801,Cuchillo Maquina Niplera QT2-A,I15,41,8500,8500,2022-08-04T00:00:00-04:00
I15410803,Juego de Mordazas Niplera QT2-A,I15,41,26477,29500,2016-06-02T00:00:00-04:00
I15410805,"Juego de Peines NPT 1"" a 2"" QT2-A",I15,41,81667,95000,2022-12-05T00:00:00-03:00
I15410835,"Perno hex 3/8"" x 1""",I15,41,163,162.5,2022-07-28T00:00:00-04:00
I15410876,Empaquetadura,I15,41,2215,1345,2023-06-28T00:00:00-04:00
I15410900,Barra Pletina de Fierro de 38x5mm,I15,41,8479,8478.99,2018-03-26T00:00:00-03:00
I15410902,Perfil Cuadrado 150x150x3mm,I15,41,98100,98100,2021-08-10T00:00:00-04:00
I15410903,Plancha Fe lisa 250x200x3mm (placa),I15,41,4241,2084.03,2016-02-16T00:00:00-03:00
I15410904,Plancha Fe lisa 150x150x3mm (placa),I15,41,1088,1088.33,2021-01-12T00:00:00-03:00
I15410906,Perfil Cuadrado 50x50x3mm,I15,41,15645,15645,2019-11-27T00:00:00-03:00
I15410907,Barra Pletina de Fierro de 50x3mm,I15,41,13837,13837,2022-07-04T00:00:00-04:00
I15410924,Sierra Copa 76mm,I15,41,11015,13361.34,2023-05-18T00:00:00-04:00
I15410939,Perfil Cuadrado 75x75x5mm,I15,41,70222,70222,2022-08-18T00:00:00-03:00
I15410942,Plancha Fe lisa 250x250x5mm (placa),I15,41,3900,3900,2022-05-11T00:00:00-03:00
I15410952,"Perno hex 5/8"" x 3 1/2"" con Tuerca y Golillas",I15,41,1019,1019.41,2022-08-02T00:00:00-04:00
I15410955,"Perno hex 3/4"" x 3 1/2"" con Tuerca y Golillas",I15,41,1046,1302.52,2023-03-06T00:00:00-03:00
I15411010,"Perno Expansion 3/8"" x 5""",I15,41,319,319,2021-09-06T00:00:00-03:00
I15411085,Pintura Alta Temperatura Negra Galon,I15,41,32899,32899,2018-06-08T00:00:00-04:00
I15411095,Barra Pletina de Fierro de 100x5mm,I15,41,22452,21813,2023-06-08T00:00:00-04:00
I15411100,Tubo PVC Sanitario 110 mm (Gris),I15,41,1303,1302.52,2020-04-29T00:00:00-03:00
I15411116,"Disco desbaste traslapado 4 1/2""",I15,41,1471,1513,2023-06-07T00:00:00-04:00
I15411127,"Perno hex 1/2"" x 2"" Zincado",I15,41,336,336.13,2023-05-18T00:00:00-04:00
I15411140,Tee pvc hidraulico (azul) 50mm CEM-CEM,I15,41,316,315.96,2016-06-02T00:00:00-04:00
I15411141,Codo pvc hidraulico (azul) 50mm CEM-CEM,I15,41,395,395,2021-04-12T00:00:00-03:00
I15411176,"Copla PVC hidraulico (azul) 1 1/2"" HI-HI 38mm",I15,41,407,407,2021-03-29T00:00:00-03:00
I15411177,"Niple tuerca PVC hidraulico (azul) 1/2"" HE-HE",I15,41,105,105.04,2016-04-25T00:00:00-03:00
I15411178,"Buje red PVC hidraulico (azul) 3/4"" x 1/2"" HE-HI",I15,41,105,105.08,2018-11-15T00:00:00-03:00
I15411179,"Buje red PVC hidraulico (azul) 1 1/2"" x 3/4"" HE-HI",I15,41,748,748,2020-05-14T00:00:00-04:00
I15411180,Plancha Fe lisa 3000x1000x1.5MM,I15,41,54465,54465,2022-07-04T00:00:00-04:00
I15411202,"Esparrago 5/8"" x 3000mm zinc",I15,41,5361,5361.34,2023-04-21T00:00:00-03:00
I15411215,Perfil Rectangular 100x50x3mm,I15,41,29659,29659,2019-04-23T00:00:00-03:00
I15411239,"Copla para hilo 3/8"" (esparrago)",I15,41,,,
